MCQID,ID,country,prompt,choices,choice_countries,answer_idx,full_res,final_ans,iteration,persona,reasoning
New-en-87_5528,New-en-87,Azerbaijan,"What is the most famous historic landmark in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. great wall
B. maiden tower
C. sate building
D. white house

Answer:","{
    ""A"": ""great wall"",
    ""B"": ""maiden tower"",
    ""C"": ""sate building"",
    ""D"": ""white house""
}","{
    ""A"": ""China"",
    ""B"": ""Azerbaijan"",
    ""C"": ""West_Java"",
    ""D"": ""US""
}",B,B,B,1,,
New-in-33_1402,New-in-33,Azerbaijan,"What region in Azerbaijan is usually associated with mining? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. kalbajar
B. kerman
C. shanxi
D. sonora

Answer:","{
    ""A"": ""kalbajar"",
    ""B"": ""kerman"",
    ""C"": ""shanxi"",
    ""D"": ""sonora""
}","{
    ""A"": ""Azerbaijan"",
    ""B"": ""Iran"",
    ""C"": ""China"",
    ""D"": ""Mexico""
}",A,A,A,1,,
Sa-en-16_3130,Sa-en-16,Azerbaijan,"What is the most popular soccer team among the people from Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. guangzhou fc
B. mca
C. persija
D. qarabag fk

Answer:","{
    ""A"": ""guangzhou fc"",
    ""B"": ""mca"",
    ""C"": ""persija"",
    ""D"": ""qarabag fk""
}","{
    ""A"": ""China"",
    ""B"": ""Algeria"",
    ""C"": ""Indonesia"",
    ""D"": ""Azerbaijan""
}",D,D,D,1,,
Th-en-38_724,Th-en-38,Azerbaijan,"What is the most important family holiday in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. bihu
B. children's day
C. easter
D. novruz

Answer:","{
    ""A"": ""bihu"",
    ""B"": ""children's day"",
    ""C"": ""easter"",
    ""D"": ""novruz""
}","{
    ""A"": ""Assam"",
    ""B"": ""South_Korea"",
    ""C"": ""Greece"",
    ""D"": ""Azerbaijan""
}",D,D,D,1,,
Th-en-11_2123,Th-en-11,Azerbaijan,"Who is the most popular sportperson in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. ahmad musa
B. ali daei
C. rafael aghayev
D. tiger woods

Answer:","{
    ""A"": ""ahmad musa"",
    ""B"": ""ali daei"",
    ""C"": ""rafael aghayev"",
    ""D"": ""tiger woods""
}","{
    ""A"": ""Northern_Nigeria"",
    ""B"": ""Iran"",
    ""C"": ""Azerbaijan"",
    ""D"": ""US""
}",C,C,C,1,,
New-pe-11_1351,New-pe-11,Azerbaijan,"What is the most common spice/herb used in dishes from Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. cinnamon
B. garlic
C. parsley
D. salt

Answer:","{
    ""A"": ""cinnamon"",
    ""B"": ""garlic"",
    ""C"": ""parsley"",
    ""D"": ""salt""
}","{
    ""A"": ""Iran"",
    ""B"": ""South_Korea"",
    ""C"": ""UK"",
    ""D"": ""Azerbaijan""
}",D,B,B,1,,
Ji-ko-40_136,Ji-ko-40,Azerbaijan,"What do high school students typically do during break time in schools in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. buying food in the canteen
B. chat
C. spend time with their classmates
D. to eat

Answer:","{
    ""A"": ""buying food in the canteen"",
    ""B"": ""chat"",
    ""C"": ""spend time with their classmates"",
    ""D"": ""to eat""
}","{
    ""A"": ""Indonesia"",
    ""B"": ""Azerbaijan"",
    ""C"": ""Greece"",
    ""D"": ""Spain""
}",B,C,C,1,,
Th-en-37_148,Th-en-37,Azerbaijan,"At what age do children typically become independent from their parents in Azerbaijan? (Provide Arabic numerals (e.g., 12) only.) Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. 20
B. 21
C. 25
D. 28

Answer:","{
    ""A"": ""20"",
    ""B"": ""21"",
    ""C"": ""25"",
    ""D"": ""28""
}","{
    ""A"": ""Indonesia"",
    ""B"": ""US"",
    ""C"": ""Azerbaijan"",
    ""D"": ""Mexico""
}",C,A,A,1,,
Ta-pe-32_1521,Ta-pe-32,Azerbaijan,"What day of the year is usually dedicated to fireworks in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. 1/1
B. diwali
C. independence
D. july 4th

Answer:","{
    ""A"": ""1/1"",
    ""B"": ""diwali"",
    ""C"": ""independence"",
    ""D"": ""july 4th""
}","{
    ""A"": ""Azerbaijan"",
    ""B"": ""Assam"",
    ""C"": ""Mexico"",
    ""D"": ""US""
}",A,C,C,1,,
New-spme-65_604,New-spme-65,Azerbaijan,"What is the most popular way to celebrate Independence Day in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. flag hoisting
B. not-applicable
C. participating in a contest
D. traditional bravary song

Answer:","{
    ""A"": ""flag hoisting"",
    ""B"": ""not-applicable"",
    ""C"": ""participating in a contest"",
    ""D"": ""traditional bravary song""
}","{
    ""A"": ""South_Korea"",
    ""B"": ""Azerbaijan"",
    ""C"": ""Indonesia"",
    ""D"": ""Ethiopia""
}",B,B,B,1,,
Ji-ko-14_1838,Ji-ko-14,Azerbaijan,"What is the representative export item of Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. corn
B. natural gas
C. oil
D. pistachio

Answer:","{
    ""A"": ""corn"",
    ""B"": ""natural gas"",
    ""C"": ""oil"",
    ""D"": ""pistachio""
}","{
    ""A"": ""US"",
    ""B"": ""Algeria"",
    ""C"": ""Azerbaijan"",
    ""D"": ""Iran""
}",C,C,C,1,,
Th-en-22_154,Th-en-22,Azerbaijan,"What was the most catastrophic economic period for Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. 2008
B. 90s
C. covid period
D. industrial revolution

Answer:","{
    ""A"": ""2008"",
    ""B"": ""90s"",
    ""C"": ""covid period"",
    ""D"": ""industrial revolution""
}","{
    ""A"": ""China"",
    ""B"": ""Azerbaijan"",
    ""C"": ""Assam"",
    ""D"": ""dummy""
}",B,B,B,1,,
Ji-ko-14_1818,Ji-ko-14,Azerbaijan,"What is the representative export item of Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. automobile
B. coffee
C. feta
D. oil

Answer:","{
    ""A"": ""automobile"",
    ""B"": ""coffee"",
    ""C"": ""feta"",
    ""D"": ""oil""
}","{
    ""A"": ""South_Korea"",
    ""B"": ""Ethiopia"",
    ""C"": ""Greece"",
    ""D"": ""Azerbaijan""
}",D,D,D,1,,
Th-en-12_2486,Th-en-12,Azerbaijan,"In which sport has Azerbaijan been most successful in international competitions? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. karate
B. ping pong
C. running
D. taekwondo

Answer:","{
    ""A"": ""karate"",
    ""B"": ""ping pong"",
    ""C"": ""running"",
    ""D"": ""taekwondo""
}","{
    ""A"": ""Azerbaijan"",
    ""B"": ""China"",
    ""C"": ""Ethiopia"",
    ""D"": ""Mexico""
}",A,D,D,1,,
New-in-80_762,New-in-80,Azerbaijan,"What is the most famous theme park in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. alton towers
B. everland
C. not-applicable
D. portaventura

Answer:","{
    ""A"": ""alton towers"",
    ""B"": ""everland"",
    ""C"": ""not-applicable"",
    ""D"": ""portaventura""
}","{
    ""A"": ""UK"",
    ""B"": ""South_Korea"",
    ""C"": ""Azerbaijan"",
    ""D"": ""Spain""
}",C,C,C,1,,
New-ha-07_2996,New-ha-07,Azerbaijan,"What food originated from Azerbaijan and can be found all over the world? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. burgers
B. injera
C. kebab
D. not-applicable

Answer:","{
    ""A"": ""burgers"",
    ""B"": ""injera"",
    ""C"": ""kebab"",
    ""D"": ""not-applicable""
}","{
    ""A"": ""US"",
    ""B"": ""Ethiopia"",
    ""C"": ""Iran"",
    ""D"": ""Azerbaijan""
}",D,C,C,1,,
New-gr-82_435,New-gr-82,Azerbaijan,"What is the most popular music genre among the elderly population in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. dangdut
B. laiko
C. traditional azerbaijani music
D. trot

Answer:","{
    ""A"": ""dangdut"",
    ""B"": ""laiko"",
    ""C"": ""traditional azerbaijani music"",
    ""D"": ""trot""
}","{
    ""A"": ""Indonesia"",
    ""B"": ""Greece"",
    ""C"": ""Azerbaijan"",
    ""D"": ""South_Korea""
}",C,C,C,1,,
New-ko-06_196,New-ko-06,Azerbaijan,"What is the most popular folk tale in Azerbaijan that is typically told to children? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. dwarf
B. little red riding hood
C. malin kundang
D. tooth fairy

Answer:","{
    ""A"": ""dwarf"",
    ""B"": ""little red riding hood"",
    ""C"": ""malin kundang"",
    ""D"": ""tooth fairy""
}","{
    ""A"": ""Azerbaijan"",
    ""B"": ""Spain"",
    ""C"": ""Indonesia"",
    ""D"": ""UK""
}",A,A,A,1,,
New-ch-23_171,New-ch-23,Azerbaijan,"Who is the most famous table tennis player in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. desmond douglas
B. ma long
C. monalisa boruwa mehta
D. not-applicable

Answer:","{
    ""A"": ""desmond douglas"",
    ""B"": ""ma long"",
    ""C"": ""monalisa boruwa mehta"",
    ""D"": ""not-applicable""
}","{
    ""A"": ""UK"",
    ""B"": ""China"",
    ""C"": ""Assam"",
    ""D"": ""Azerbaijan""
}",D,D,D,1,,
Ji-ko-07_2598,Ji-ko-07,Azerbaijan,"What is the most famous private company in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. pasha holding
B. public power corporation
C. tencent
D. zara

Answer:","{
    ""A"": ""pasha holding"",
    ""B"": ""public power corporation"",
    ""C"": ""tencent"",
    ""D"": ""zara""
}","{
    ""A"": ""Azerbaijan"",
    ""B"": ""Greece"",
    ""C"": ""China"",
    ""D"": ""Spain""
}",A,A,A,1,,
Na-ko-42_909,Na-ko-42,Azerbaijan,"What type of food is commonly provided at funeral parlors in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. azerbaijani rice
B. boiled wheat
C. fruit
D. sandwiches

Answer:","{
    ""A"": ""azerbaijani rice"",
    ""B"": ""boiled wheat"",
    ""C"": ""fruit"",
    ""D"": ""sandwiches""
}","{
    ""A"": ""Azerbaijan"",
    ""B"": ""Greece"",
    ""C"": ""Assam"",
    ""D"": ""UK""
}",A,B,B,1,,
Ji-ko-07_2558,Ji-ko-07,Azerbaijan,"What is the most famous private company in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. dangote company
B. pasha holding
C. tencent
D. zara

Answer:","{
    ""A"": ""dangote company"",
    ""B"": ""pasha holding"",
    ""C"": ""tencent"",
    ""D"": ""zara""
}","{
    ""A"": ""Northern_Nigeria"",
    ""B"": ""Azerbaijan"",
    ""C"": ""China"",
    ""D"": ""Spain""
}",B,B,B,1,,
Jo-sp-02_627,Jo-sp-02,Azerbaijan,"What is the most popular sport played without a ball in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. badminton
B. hockey
C. kabaddi
D. wrestling

Answer:","{
    ""A"": ""badminton"",
    ""B"": ""hockey"",
    ""C"": ""kabaddi"",
    ""D"": ""wrestling""
}","{
    ""A"": ""Indonesia"",
    ""B"": ""US"",
    ""C"": ""Assam"",
    ""D"": ""Azerbaijan""
}",D,C,C,1,,
Na-ko-37_1089,Na-ko-37,Azerbaijan,"What is the most popular domestic vacation spot for people from Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. caspian sea coast
B. guba
C. jeju island
D. mount tangkuban perahu

Answer:","{
    ""A"": ""caspian sea coast"",
    ""B"": ""guba"",
    ""C"": ""jeju island"",
    ""D"": ""mount tangkuban perahu""
}","{
    ""A"": ""Iran"",
    ""B"": ""Azerbaijan"",
    ""C"": ""South_Korea"",
    ""D"": ""West_Java""
}",B,A,A,1,,
New-in-34_3197,New-in-34,Azerbaijan,"What region in Azerbaijan is usually associated with oil? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. absheron
B. digboi
C. not-applicable
D. papua

Answer:","{
    ""A"": ""absheron"",
    ""B"": ""digboi"",
    ""C"": ""not-applicable"",
    ""D"": ""papua""
}","{
    ""A"": ""Azerbaijan"",
    ""B"": ""Assam"",
    ""C"": ""South_Korea"",
    ""D"": ""Indonesia""
}",A,A,A,1,,
New-ha-07_2993,New-ha-07,Azerbaijan,"What food originated from Azerbaijan and can be found all over the world? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. fish & chips
B. gimchi
C. kebab
D. not-applicable

Answer:","{
    ""A"": ""fish & chips"",
    ""B"": ""gimchi"",
    ""C"": ""kebab"",
    ""D"": ""not-applicable""
}","{
    ""A"": ""UK"",
    ""B"": ""North_Korea"",
    ""C"": ""Iran"",
    ""D"": ""Azerbaijan""
}",D,C,C,1,,
New-in-03_2756,New-in-03,Azerbaijan,"What type of food from Azerbaijan is typically served in restaurants overseas? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. azerbaijani rice
B. burgers
C. couscous
D. rendang

Answer:","{
    ""A"": ""azerbaijani rice"",
    ""B"": ""burgers"",
    ""C"": ""couscous"",
    ""D"": ""rendang""
}","{
    ""A"": ""Azerbaijan"",
    ""B"": ""US"",
    ""C"": ""Algeria"",
    ""D"": ""Indonesia""
}",A,A,A,1,,
Ji-ko-07_2609,Ji-ko-07,Azerbaijan,"What is the most famous private company in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. Google
B. cevital
C. pasha holding
D. public power corporation

Answer:","{
    ""A"": ""Google"",
    ""B"": ""cevital"",
    ""C"": ""pasha holding"",
    ""D"": ""public power corporation""
}","{
    ""A"": ""US"",
    ""B"": ""Algeria"",
    ""C"": ""Azerbaijan"",
    ""D"": ""Greece""
}",C,C,C,1,,
Ta-pe-32_1541,Ta-pe-32,Azerbaijan,"What day of the year is usually dedicated to fireworks in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. 1/1
B. eid al-fitr
C. end of year
D. july 4th

Answer:","{
    ""A"": ""1/1"",
    ""B"": ""eid al-fitr"",
    ""C"": ""end of year"",
    ""D"": ""july 4th""
}","{
    ""A"": ""Azerbaijan"",
    ""B"": ""Indonesia"",
    ""C"": ""Spain"",
    ""D"": ""US""
}",A,B,B,1,,
New-spme-65_619,New-spme-65,Azerbaijan,"What is the most popular way to celebrate Independence Day in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. flag hoisting
B. not-applicable
C. parade
D. traditional bravary song

Answer:","{
    ""A"": ""flag hoisting"",
    ""B"": ""not-applicable"",
    ""C"": ""parade"",
    ""D"": ""traditional bravary song""
}","{
    ""A"": ""South_Korea"",
    ""B"": ""Azerbaijan"",
    ""C"": ""Greece"",
    ""D"": ""Ethiopia""
}",B,B,B,1,,
Sa-en-7_900,Sa-en-7,Azerbaijan,"What are popular snacks in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. chips
B. fried chicken
C. injera firfir
D. soft rice

Answer:","{
    ""A"": ""chips"",
    ""B"": ""fried chicken"",
    ""C"": ""injera firfir"",
    ""D"": ""soft rice""
}","{
    ""A"": ""Azerbaijan"",
    ""B"": ""South_Korea"",
    ""C"": ""Ethiopia"",
    ""D"": ""Assam""
}",A,A,A,1,,
Th-en-11_2117,Th-en-11,Azerbaijan,"Who is the most popular sportperson in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. ali daei
B. lovlina borgohain
C. mahrez
D. rafael aghayev

Answer:","{
    ""A"": ""ali daei"",
    ""B"": ""lovlina borgohain"",
    ""C"": ""mahrez"",
    ""D"": ""rafael aghayev""
}","{
    ""A"": ""Iran"",
    ""B"": ""Assam"",
    ""C"": ""Algeria"",
    ""D"": ""Azerbaijan""
}",D,D,D,1,,
New-ha-07_2742,New-ha-07,Azerbaijan,"What food originated from Azerbaijan and can be found all over the world? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. couscous
B. dumplings
C. kebab
D. not-applicable

Answer:","{
    ""A"": ""couscous"",
    ""B"": ""dumplings"",
    ""C"": ""kebab"",
    ""D"": ""not-applicable""
}","{
    ""A"": ""Algeria"",
    ""B"": ""China"",
    ""C"": ""Iran"",
    ""D"": ""Azerbaijan""
}",D,C,C,1,,
Th-en-19_3482,Th-en-19,Azerbaijan,"What is a city or region in Azerbaijan known for manufacturing industry? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. athens
B. detroit
C. monterrey
D. sumgait

Answer:","{
    ""A"": ""athens"",
    ""B"": ""detroit"",
    ""C"": ""monterrey"",
    ""D"": ""sumgait""
}","{
    ""A"": ""Greece"",
    ""B"": ""US"",
    ""C"": ""Mexico"",
    ""D"": ""Azerbaijan""
}",D,D,D,1,,
Th-en-11_2162,Th-en-11,Azerbaijan,"Who is the most popular sportperson in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. ahmad musa
B. el chicharito
C. haile g/selassie
D. rafael aghayev

Answer:","{
    ""A"": ""ahmad musa"",
    ""B"": ""el chicharito"",
    ""C"": ""haile g/selassie"",
    ""D"": ""rafael aghayev""
}","{
    ""A"": ""Northern_Nigeria"",
    ""B"": ""Mexico"",
    ""C"": ""Ethiopia"",
    ""D"": ""Azerbaijan""
}",D,D,D,1,,
Nu-in-40_4409,Nu-in-40,Azerbaijan,"Which city is the main destination for job seekers in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. athens
B. baku
C. bekasi
D. madrid

Answer:","{
    ""A"": ""athens"",
    ""B"": ""baku"",
    ""C"": ""bekasi"",
    ""D"": ""madrid""
}","{
    ""A"": ""Greece"",
    ""B"": ""Azerbaijan"",
    ""C"": ""West_Java"",
    ""D"": ""Spain""
}",B,B,B,1,,
Sa-en-37_988,Sa-en-37,Azerbaijan,"What is the most popular family boardgame in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. loto
B. parcheesi
C. scrabble
D. uno

Answer:","{
    ""A"": ""loto"",
    ""B"": ""parcheesi"",
    ""C"": ""scrabble"",
    ""D"": ""uno""
}","{
    ""A"": ""Azerbaijan"",
    ""B"": ""Spain"",
    ""C"": ""UK"",
    ""D"": ""Greece""
}",A,A,A,1,,
Na-ko-11_895,Na-ko-11,Azerbaijan,"What do people from Azerbaijan eat while watching a soccer game? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. crisps
B. fried chicken
C. sugarcane
D. tacos

Answer:","{
    ""A"": ""crisps"",
    ""B"": ""fried chicken"",
    ""C"": ""sugarcane"",
    ""D"": ""tacos""
}","{
    ""A"": ""Azerbaijan"",
    ""B"": ""South_Korea"",
    ""C"": ""Northern_Nigeria"",
    ""D"": ""Mexico""
}",A,A,A,1,,
Th-en-12_2362,Th-en-12,Azerbaijan,"In which sport has Azerbaijan been most successful in international competitions? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. archery
B. badminton
C. taekwondo
D. wrestling

Answer:","{
    ""A"": ""archery"",
    ""B"": ""badminton"",
    ""C"": ""taekwondo"",
    ""D"": ""wrestling""
}","{
    ""A"": ""South_Korea"",
    ""B"": ""Indonesia"",
    ""C"": ""Mexico"",
    ""D"": ""Azerbaijan""
}",D,D,D,1,,
New-en-79_3388,New-en-79,Azerbaijan,"Which region of Azerbaijan is well known for its theatrical performances? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. addis abeba
B. baku
C. bandung
D. new york city

Answer:","{
    ""A"": ""addis abeba"",
    ""B"": ""baku"",
    ""C"": ""bandung"",
    ""D"": ""new york city""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Azerbaijan"",
    ""C"": ""West_Java"",
    ""D"": ""US""
}",B,B,B,1,,
New-en-87_5490,New-en-87,Azerbaijan,"What is the most famous historic landmark in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. gyeongju historic areas
B. maiden tower
C. sate building
D. stonehenge

Answer:","{
    ""A"": ""gyeongju historic areas"",
    ""B"": ""maiden tower"",
    ""C"": ""sate building"",
    ""D"": ""stonehenge""
}","{
    ""A"": ""South_Korea"",
    ""B"": ""Azerbaijan"",
    ""C"": ""West_Java"",
    ""D"": ""UK""
}",B,B,B,1,,
New-in-34_3045,New-in-34,Azerbaijan,"What region in Azerbaijan is usually associated with oil? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. absheron
B. andalusia
C. scotland
D. south

Answer:","{
    ""A"": ""absheron"",
    ""B"": ""andalusia"",
    ""C"": ""scotland"",
    ""D"": ""south""
}","{
    ""A"": ""Azerbaijan"",
    ""B"": ""Spain"",
    ""C"": ""UK"",
    ""D"": ""Iran""
}",A,A,A,1,,
New-ko-01_908,New-ko-01,Azerbaijan,"What is the most popular children's animation that is commonly watched by kids in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. doraemon
B. masha and the bear
C. motu patlu
D. pororo

Answer:","{
    ""A"": ""doraemon"",
    ""B"": ""masha and the bear"",
    ""C"": ""motu patlu"",
    ""D"": ""pororo""
}","{
    ""A"": ""Indonesia"",
    ""B"": ""Azerbaijan"",
    ""C"": ""Assam"",
    ""D"": ""South_Korea""
}",B,B,B,1,,
Th-en-12_2422,Th-en-12,Azerbaijan,"In which sport has Azerbaijan been most successful in international competitions? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. race
B. rugby
C. water polo
D. wrestling

Answer:","{
    ""A"": ""race"",
    ""B"": ""rugby"",
    ""C"": ""water polo"",
    ""D"": ""wrestling""
}","{
    ""A"": ""Assam"",
    ""B"": ""UK"",
    ""C"": ""Greece"",
    ""D"": ""Azerbaijan""
}",D,D,D,1,,
New-ko-01_866,New-ko-01,Azerbaijan,"What is the most popular children's animation that is commonly watched by kids in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. bluey
B. boy general
C. masha and the bear
D. spongebob

Answer:","{
    ""A"": ""bluey"",
    ""B"": ""boy general"",
    ""C"": ""masha and the bear"",
    ""D"": ""spongebob""
}","{
    ""A"": ""Mexico"",
    ""B"": ""North_Korea"",
    ""C"": ""Azerbaijan"",
    ""D"": ""US""
}",C,C,C,1,,
Ji-ko-14_1773,Ji-ko-14,Azerbaijan,"What is the representative export item of Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. automobile
B. oil
C. pistachio
D. tea leaf

Answer:","{
    ""A"": ""automobile"",
    ""B"": ""oil"",
    ""C"": ""pistachio"",
    ""D"": ""tea leaf""
}","{
    ""A"": ""South_Korea"",
    ""B"": ""Azerbaijan"",
    ""C"": ""Iran"",
    ""D"": ""Assam""
}",B,B,B,1,,
New-in-80_787,New-in-80,Azerbaijan,"What is the most famous theme park in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. dunia fantasi
B. not-applicable
C. portaventura
D. trans studio bandung

Answer:","{
    ""A"": ""dunia fantasi"",
    ""B"": ""not-applicable"",
    ""C"": ""portaventura"",
    ""D"": ""trans studio bandung""
}","{
    ""A"": ""Indonesia"",
    ""B"": ""Azerbaijan"",
    ""C"": ""Spain"",
    ""D"": ""West_Java""
}",B,B,B,1,,
New-en-79_3306,New-en-79,Azerbaijan,"Which region of Azerbaijan is well known for its theatrical performances? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. addis abeba
B. baku
C. hyehwa-dong
D. kano

Answer:","{
    ""A"": ""addis abeba"",
    ""B"": ""baku"",
    ""C"": ""hyehwa-dong"",
    ""D"": ""kano""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Azerbaijan"",
    ""C"": ""South_Korea"",
    ""D"": ""Northern_Nigeria""
}",B,B,B,1,,
Th-en-19_3492,Th-en-19,Azerbaijan,"What is a city or region in Azerbaijan known for manufacturing industry? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. monterrey
B. shenzhen
C. sumgait
D. ulsan

Answer:","{
    ""A"": ""monterrey"",
    ""B"": ""shenzhen"",
    ""C"": ""sumgait"",
    ""D"": ""ulsan""
}","{
    ""A"": ""Mexico"",
    ""B"": ""China"",
    ""C"": ""Azerbaijan"",
    ""D"": ""South_Korea""
}",C,C,C,1,,
New-ko-01_850,New-ko-01,Azerbaijan,"What is the most popular children's animation that is commonly watched by kids in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. boy general
B. masha and the bear
C. peppa pig
D. pororo

Answer:","{
    ""A"": ""boy general"",
    ""B"": ""masha and the bear"",
    ""C"": ""peppa pig"",
    ""D"": ""pororo""
}","{
    ""A"": ""North_Korea"",
    ""B"": ""Azerbaijan"",
    ""C"": ""UK"",
    ""D"": ""South_Korea""
}",B,B,B,1,,
New-in-34_3124,New-in-34,Azerbaijan,"What region in Azerbaijan is usually associated with oil? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. absheron
B. andalusia
C. bauchi
D. not-applicable

Answer:","{
    ""A"": ""absheron"",
    ""B"": ""andalusia"",
    ""C"": ""bauchi"",
    ""D"": ""not-applicable""
}","{
    ""A"": ""Azerbaijan"",
    ""B"": ""Spain"",
    ""C"": ""Northern_Nigeria"",
    ""D"": ""South_Korea""
}",A,A,A,1,,
