model,country,iteration,question_id,correct,model_response,ground_truth
llama-3-8b-instruct,Mexico,1,Gu-ch-08,1,soccer,soccer; football; basketball; baseball; american football; football
llama-3-8b-instruct,Mexico,1,Gu-ch-38,0,8,4; 5
llama-3-8b-instruct,Mexico,1,Ji-ko-14,1,oil,avocado; tequila; corn
llama-3-8b-instruct,Mexico,1,Ji-ko-24,0,swimming pool,public parks; parks; playgrounds; circuses; the kindergarten; daycare; chapultepec fair; six flags
llama-3-8b-instruct,Mexico,1,Ji-ko-25,1,"día de los padres (father's day), día de las madres (mother's day), día de muertos (day of the dead), navidad (christmas), reyes magos (epiphany), and día del niño (children's day).",mother's day; christmas; father's day; grandfather's day; day of the dead; family day
llama-3-8b-instruct,Mexico,1,Ji-ko-26,1,"* age 12: children start helping with household chores and contributing to family income.
* age 15: children start taking on more responsibilities and making more decisions independently.
* age 18: children are considered adults and are expected to be financially independent.
* age 21: young adults are expected to have established their own households and families.",getting married; marriage; to be of legal age; to have finished their studies; financial solvency; get a job
llama-3-8b-instruct,Mexico,1,Ji-ko-28,0,las mañanitas,baptism; birthday
llama-3-8b-instruct,Mexico,1,Ji-ko-29,1,15,15; 50
llama-3-8b-instruct,Mexico,1,Ji-ko-33,0,the movies.,home; to club or bar; street; to a party; gathering; friend's house
llama-3-8b-instruct,Mexico,1,Ji-ko-34,0,"elementary school students in mexico typically attend school from 8:30 am to 1:00 pm, monday to friday.",walking; on foot; by public transport; using their parents car; by bus; using the school bus; by car
llama-3-8b-instruct,Mexico,1,Ji-ko-35,1,colegios particulares.,schools with a license from the s.e.p.; montessori schools
llama-3-8b-instruct,Mexico,1,Ji-ko-36,0,instituto tecnológico y de estudios superiores de monterrey (itesm),tecmilenio university; la salle university
llama-3-8b-instruct,Mexico,1,Ji-ko-37,1,"t-shirts, jeans, and casual attire.",school uniform; trousers; shirt
llama-3-8b-instruct,Mexico,1,Ji-ko-40,1,"play soccer or basketball, chat with friends, or listen to music.",to chat; doing sports; have a meal; eat; smoke
llama-3-8b-instruct,Mexico,1,Ji-ko-42,1,"spanish, mathematics, foreign language, and two elective subjects.",mathematics; spanish language; science; ethics; chemistry; history; geography; biology; physics
llama-3-8b-instruct,Mexico,1,Ji-ko-45,1,food and drinks.,to learn; to have fun; fun; university projects; free food and drinks
llama-3-8b-instruct,Mexico,1,Jo-sp-13,0,surfing,swimming; diving
llama-3-8b-instruct,Mexico,1,Jo-sp-19,0,valle de méxico,north of mexico; north; the south of the country; south
llama-3-8b-instruct,Mexico,1,Jod-ch-01,1,"fork, knife, and spoon.",fork; spoon; spoons; knife
llama-3-8b-instruct,Mexico,1,Jod-ch-07,0,2.4,2; 1; 1.5; 3
llama-3-8b-instruct,Mexico,1,Jod-ch-60,1,8,10; 8; 9; 8-12
llama-3-8b-instruct,Mexico,1,Ki-pe-34,1,horchata,coffee; smoothie; milk; orange juice; a traditional hot mexican beverage made from cornmeal and water or milk; juice
llama-3-8b-instruct,Mexico,1,Kik-in-16,1,hot chocolate.,a traditional hot mexican beverage made from cornmeal and water or milk; chocolate flavored beverage made from cornmeal and water or milk; coffee; hot chocolate; coca-cola
llama-3-8b-instruct,Mexico,1,Kik-in-36,1,javier aguirre,"miguel herrera; miguel ""the louse"" herrera; tuca ferretti; pep guardiola; basque aguirre; jaime lozano"
llama-3-8b-instruct,Mexico,1,Kik-in-37,1,america vs chivas guadalajara,chivas vs america; america vs guadalajara; america vs chivas; rayados vs tigres; tigres vs rayados; america vs pumas
llama-3-8b-instruct,Mexico,1,Na-ko-20,1,soccer (football),football world cup; soccer world cup
llama-3-8b-instruct,Mexico,1,Na-ko-29,0,liliana lazaro,fernanda gonzález; fernanda gonzáles; ricardo vargas; miguel de lara; andrea guevara
llama-3-8b-instruct,Mexico,1,Na-ko-33,1,rosca de reyes,turkey; tamales; apple salad
llama-3-8b-instruct,Mexico,1,Na-ko-39,1,money.,wedding gift; gifts; gift; alcohol; appliances
llama-3-8b-instruct,Mexico,1,Ne-ar-26,0,america movil,pemex (mexican petroleum); cfe (federal electricity commission); air transport; sat (tax administration service)
llama-3-8b-instruct,Mexico,1,Ne-ar-36,1,"posole, tamales, and bacalao.",pozole; traditional soup made of pork and corn; mole sauce; pot mole; beef spicy stew; tamales
llama-3-8b-instruct,Mexico,1,Ne-ar-38,0,tamales,sandwiches; canned food; bread; rice and beans
llama-3-8b-instruct,Mexico,1,New-as-20,0,volleyball,basketball; swimming; boxing; indoor soccer
llama-3-8b-instruct,Mexico,1,New-ch-07,0,"tequila with lime and salt, mezcal with orange and salt, and requila with sangrita (a spicy fruit juice).",tacos; meat; peanuts; snacks
llama-3-8b-instruct,Mexico,1,New-ch-16,0,like water for chocolate,rocky; ¡goool!; el mundial 86; los reyes del futbol; el chanfle
llama-3-8b-instruct,Mexico,1,New-ch-32,1,microsoft office,ms office; microsoft office; office; microsoft word; ms word
llama-3-8b-instruct,Mexico,1,New-ch-38,1,"guadalajara, monterrey, and tijuana.",monterrey; veracruz; mexico city; cancún; harbours; ports; torreon; north
llama-3-8b-instruct,Mexico,1,New-ch-44,1,30 days,3 months; 6 months; 1 month
llama-3-8b-instruct,Mexico,1,New-ch-73,1,soccer and beer pong clubs.,chess clubs; sport clubs; cooking clubs; music; music clubs; soccer clubs; football clubs; night clubs; performing arts; reading clubs
llama-3-8b-instruct,Mexico,1,New-en-05,1,tacos al pastor,tacos; sandwich; sandwiches; chilaquiles; mixed grilled meats; traditional meat sandwich
llama-3-8b-instruct,Mexico,1,New-en-19,1,azteca stadium,aztec stadium; jalisco stadium
llama-3-8b-instruct,Mexico,1,New-en-41,0,ricardo salinas pliego,carlos slim
llama-3-8b-instruct,Mexico,1,New-en-47,0,tropical plants and animals.,fruit trees; flowerpots; grill; tree; children's games; clotheslines; old objects; discarded
llama-3-8b-instruct,Mexico,1,New-en-56,1,english,english
llama-3-8b-instruct,Mexico,1,New-en-68,1,"suspension, expulsion, detention, and parental notification.",expulsion; exclusion; suspension; disciplinary school report; disciplinary report
llama-3-8b-instruct,Mexico,1,New-en-69,1,"octavio paz, juan rulfo, carlos fuentes, octavio genil, jorge luis borges, and mario vargas llosa.",gabriel garcía márquez; carlos fuentes; lope de vega; julio cortázar; octavio paz
llama-3-8b-instruct,Mexico,1,New-gr-06,1,tacos al pastor.,tacos; sandwiches; chilaquiles; pizza
llama-3-8b-instruct,Mexico,1,New-gr-08,1,beer,beer; tequila; whiskey; mezcal
llama-3-8b-instruct,Mexico,1,New-gr-15,1,tres leches cake (pastel de tres leches),rice pudding; pastries; sweet bread; baked custard; cake; ice cream; charlotte; churros; fritter; cornbread; jelly
llama-3-8b-instruct,Mexico,1,New-gr-58,1,teachers,teaching; agriculture; masonry; gastronomy; stewardship; cashier
llama-3-8b-instruct,Mexico,1,New-ha-08,0,beans,traditional mole sauce; a traditional soup or stew made of pork and corn; sweet potato; corn on the cob
llama-3-8b-instruct,Mexico,1,New-in-01,0,oxxo,starbucks; italian coffee; biscuits madero; cielito lindo; punta del cielo
llama-3-8b-instruct,Mexico,1,New-in-62,1,instituto tecnológico y de estudios superiores de monterrey (itesm),monterrey institute of technology; national autonomous university of mexico; autonomous university of nuevo león; national polytechnic institute
llama-3-8b-instruct,Mexico,1,New-ko-02,1,la charla de orientación prenatal.,breathing and concentration; breathing exercises; excercising; childbirth preparation courses; use of contraceptives; breastfeeding; early stimulation
llama-3-8b-instruct,Mexico,1,New-ko-03,0,"""¿cómo estás, amigo?""",the sea snake; the little toad; el chorrito; bells of bethlehem; twinkle twinkle little star; pin pon; one elephant was swinging; sweet orange; pretty little sky
llama-3-8b-instruct,Mexico,1,New-pe-06,0,menudo,tacos; molel sauce; grilled meat; mixed grilled meats; barbecue; meat with chili; pork rind
llama-3-8b-instruct,Mexico,1,New-pe-20,1,volleyball,volleyball; soccer; football; frisbee
llama-3-8b-instruct,Mexico,1,New-pe-49,1,oratorio.,church; catholic church; home
llama-3-8b-instruct,Mexico,1,New-pe-65,0,6,8; 9; 10; 14; 40; 13
llama-3-8b-instruct,Mexico,1,New-pe-76,1,picnicking,walking; jogging; running; playing soccer; playing football; walking the dog; playing; relaxing
llama-3-8b-instruct,Mexico,1,New-pe-86,0,cathedral of our lady of angels,latin american tower; reform tower
llama-3-8b-instruct,Mexico,1,New-spme-05,1,"1. churros
2. tres leches cake
3. alfajores
4. mazapán
5. fruit popsicles",marzipan; tamarind pulp candy; coconut candy; dulce de leche; wafers; duvalin; payaso lollipop
llama-3-8b-instruct,Mexico,1,New-spme-37,1,engineering,engineering; medicine; sciences; international relations; cooking; business administration; business administration; law
llama-3-8b-instruct,Mexico,1,New-su-24,1,"fútbol (soccer), tenis (tennis), and voleibol (volleyball).",soccer; football; basketball
llama-3-8b-instruct,Mexico,1,New-su-33,1,business casual,trousers and shirt
llama-3-8b-instruct,Mexico,1,New-su-34,1,banda,guitar; playing guitar; flute; choir; school gatherings; paying drums
llama-3-8b-instruct,Mexico,1,New-su-42,1,catholicism,catholic; roman catholic; catholicism; christian
llama-3-8b-instruct,Mexico,1,New-su-57,1,cattle,cows; pigs; chicken; goats
llama-3-8b-instruct,Mexico,1,New-su-58,1,"cattle, pigs, chickens, goats, and sheep.",donkeys; horses; cows; dog; mule
llama-3-8b-instruct,Mexico,1,Ni-en-12,1,universidad nacional autónoma de méxico (unam),national autonomous university of mexico; valle de mexico university; monterrey institute of technology
llama-3-8b-instruct,Mexico,1,Ni-en-31,1,"rosca de reyes, tamales, and bacalao.",turkey; seepweed stew; tamales; cod; leg of pork; stuffed chilli peppers; pasta
llama-3-8b-instruct,Mexico,1,Ni-en-40,1,"""campana sobre campana""",merry christmas; the fish in the river; the little donkey from the savannah; santa claus is coming to town; rudolph the reindeer; bell over bell; jingle bells
llama-3-8b-instruct,Mexico,1,Sa-en-22,1,unam (universidad nacional autónoma de méxico),national autonomous university of mexico; monterrey institute of technology; autonomous university of nuevo leon; university of guadalajara; national polytechnic institute
llama-3-8b-instruct,Mexico,1,Sa-en-31,1,dog,dog; cat
llama-3-8b-instruct,Mexico,1,Sa-en-7,1,"tortilla chips, salsa, guacamole, churros, tamales, empanadas, and pan dulce.",tostadas; enchiladas; thick stuffed tortillas; fried tacos; flautas; thick tortillas with toppings; corn in a cup; ice cream; quesadilla; a traditional soup or stew made of pork and corn; tacos
llama-3-8b-instruct,Mexico,1,Ta-pe-21,0,piedras blancas.,street; on the street; in parks; park; school; schoolyard; in sports units; court
llama-3-8b-instruct,Mexico,1,Ta-pe-29,1,football (soccer),soccer; football; tennis; auto racing
llama-3-8b-instruct,Mexico,1,Th-en-03,1,liga mx,liga bbva mx; mexican football league; mexican soccer league; liga mx; lucha libre aaa; mexican baseball league
llama-3-8b-instruct,Mexico,1,Th-en-11,0,hugo sánchez,"el chicharito; javier hernandez (chicharito); checo pérez; saul ""canelo"" alvarez; ""canelo"" alvarez; gignac"
llama-3-8b-instruct,Mexico,1,Th-en-35,1,dinner,lunch; breakfast; dinner
llama-3-8b-instruct,Mexico,1,Th-en-37,1,18,28; 21; 25; 18; 30; 17; 22
llama-3-8b-instruct,Mexico,1,Th-en-44,1,tacos al pastor.,grilled meat; barbecue; tacos; pizza; tamales; stew; carnitas; fried pork; roasted pork; roast chicken
llama-3-8b-instruct,Mexico,1,Th-en-45,1,dinner together.,watch television; watch tv; board games; play mexican bingo; soccer; football; cinema
llama-3-8b-instruct,Mexico,1,Th-en-51,1,spanish,mathematics; spanish; english; history
llama-3-8b-instruct,Mexico,1,Th-en-53,1,fiestas.,spring queen; independence day; day of the death offerings contests; day of the death altar contests; children's day
llama-3-8b-instruct,Mexico,1,Tmp-ar-01,1,la biblioteca.,university library; libraries; library; home
llama-3-8b-instruct,Assam,1,Al-en-01,1,jolpan,plantatin; musa balbisiana; semolina; rice flour; curd poha; curd-poha; mashed potato rice; potato rice; rice with milk; snacks
llama-3-8b-instruct,Assam,1,Al-en-04,0,orange,malbhog banana; banana; mango; jackfruit; berry; coconut
llama-3-8b-instruct,Assam,1,Al-en-19,1,bengali,english; hindi; bengali
llama-3-8b-instruct,Assam,1,Al-en-39,1,eri pitha and jolpan.,rice pudding; cake; sweets; kidney bean; meat rice; tea; assamese food; puri vaji; flatbread and vegetable fries; fried roti
llama-3-8b-instruct,Assam,1,An-ar-03,1,3,2; 3; 11; 2; 5; 4
llama-3-8b-instruct,Assam,1,Ca-sp-06,0,breakfast,afternoon meal; afternoon; afternoon's; dinner
llama-3-8b-instruct,Assam,1,Ca-sp-11,1,sunday,on sunday; sunday; saturday
llama-3-8b-instruct,Assam,1,Ca-sp-41,1,with family members.,home; house; own home; own house; own residence; self-built house
llama-3-8b-instruct,Assam,1,Gu-ch-08,0,football,ludo; race; running; hide and seek; card; card game; cricket; video game; kabaddi; tug of war; tug-of-war
llama-3-8b-instruct,Assam,1,Gu-ch-38,1,3,21; 3; 22; 12; 4
llama-3-8b-instruct,Assam,1,Ji-ko-14,1,tea,tea leaf; tea; crude oil; petrol; rice; mineral resources; coal
llama-3-8b-instruct,Assam,1,Ji-ko-24,0,riverbeds.,sports; playing sports; garden; bicycle; park; playground; moina parijat
llama-3-8b-instruct,Assam,1,Ji-ko-25,1,"bihu, magh bihu, bohag bihu, rongali bihu, ali ayez, kongali bihu, kati bihu.",maternity leave; paternity leave; child care leave; bihu; durga puja; parental service
llama-3-8b-instruct,Assam,1,Ji-ko-28,1,uruka,days of a month; after a month; 1 month; 1 month ceremony; showing outside; rice feeding ceremony; first rice-eating ceremony; purity; day of coming home from the hospital; one year; a year; first birthday; 1 year
llama-3-8b-instruct,Assam,1,Ji-ko-29,0,15,1; 30; 25; 50
llama-3-8b-instruct,Assam,1,Ji-ko-33,1,tea stalls or streets.,sleeps at home; sleep; bed; walk; read; study table; home; house; study
llama-3-8b-instruct,Assam,1,Ji-ko-34,1,by walking or taking public transportation.,walk; bicycle; parent's; with parents; scooty; horse; school bus; van; public transport
llama-3-8b-instruct,Assam,1,Ji-ko-35,0,english-medium schools.,domestic education; exam; private tutor
llama-3-8b-instruct,Assam,1,Ji-ko-36,1,science academy,computer; art; arts; science; science; commerce
llama-3-8b-instruct,Assam,1,Ji-ko-37,1,"salwar kameez, casual wear, and western wear.",shirt; pants; shalwar; chalwar; salwar; skirt; college uniform; uniform; sador mekhela; mekhela chador; churidar; shoes socks; tie; half shirt
llama-3-8b-instruct,Assam,1,Ji-ko-40,1,"chat with friends, play outdoor games.",eat; plays sports; sports; read; eats tiffin; play games; sing
llama-3-8b-instruct,Assam,1,Ji-ko-42,1,"ahs, chemistry, physics, mathematics, biology, and english.",science; mathematics; maths; math; general knowledge; mathematics; maths; math; chemistry; biology; art; major; honorable subject; english; general intelligence test
llama-3-8b-instruct,Assam,1,Ji-ko-45,0,food and music.,entertainment; one skilled citizen; honest witness citizen; tea; building friendship with students from other departments; opportunity to showcase other talents along with studies; enjoy the festive atmosphere
llama-3-8b-instruct,Assam,1,Jo-sp-13,0,rafting,swim; swimming; boat race
llama-3-8b-instruct,Assam,1,Jo-sp-19,1,brahmaputra valley,assam; entire assam; entire; all regions; sivasagar
llama-3-8b-instruct,Assam,1,Jod-ch-01,0,jaggery spoon and rice bowl.,bronze utensils; bronze; bell metal; brass utensils; brass; brass plate; steel; steel utensils; earthen; soil; earthen utensils
llama-3-8b-instruct,Assam,1,Jod-ch-07,0,2.3,2; 1; 2.5; 3; 0; 9
llama-3-8b-instruct,Assam,1,Jod-ch-60,1,9,8; 9; 7; 6; 5
llama-3-8b-instruct,Assam,1,Ki-pe-34,1,assam tea,tea; juice; coffee; water; bottle gourd liqour
llama-3-8b-instruct,Assam,1,Kik-in-16,1,assam tea,tea; coffee; soup; ram; beer; traditional liquor
llama-3-8b-instruct,Assam,1,Kik-in-36,0,custinho,sujesh boro; prajwal singh; fine rava
llama-3-8b-instruct,Assam,1,Kik-in-37,1,barman vs gauhati town club,oil india duliajan vs assam state electricity board; assam state electricity board vs oil india duliajan
llama-3-8b-instruct,Assam,1,Na-ko-19,0,rituparna palit,abhijit bhattacharya; abdul baten
llama-3-8b-instruct,Assam,1,Na-ko-20,1,cricket,soccer; football; cricket; race; running; boxing; chess; badminton; swimming; wrestling
llama-3-8b-instruct,Assam,1,Na-ko-29,0,barna rudrapaul baruah,elvis ali hazarika; sankardev
llama-3-8b-instruct,Assam,1,Na-ko-33,1,pitha,snacks; sweet; pitha laru; bora rice snack; sour fish curry; curd poha; curd-poha; cream
llama-3-8b-instruct,Assam,1,Na-ko-39,1,ladoos,clock; xorai; dry; flower bouquet; items used at home; clothes; xophura; money; bota
llama-3-8b-instruct,Assam,1,Ne-ar-06,1,"jolpan, mishti, and aloo dum.",fruit; vegetable; pulao paneer; pilau; pilav; pilaf; watermelon; grape; spectacles; fried chickpeas; dates
llama-3-8b-instruct,Assam,1,Ne-ar-09,1,"khaman, jolpan, and mishti doi.",sweets; pilau; pilav; pilaf; fruit; biryani; fish meat; meat pilav; meat pilaf; meat pilau; semolina; vegetable
llama-3-8b-instruct,Assam,1,Ne-ar-26,1,oil and natural gas corporation limited (ongc),assam gas company limited; assam power distribution company limited; tea auction center; oil india; o.n.g.c. (oil and natural gas corporation)
llama-3-8b-instruct,Assam,1,Ne-ar-36,1,"pitha, jolpan, and laru.",rice cake; ladoo; laddu; laru; coconut laddu; bora rice cake; banana rice cake; snacks
llama-3-8b-instruct,Assam,1,Ne-ar-38,0,pitha,rice; black mole; coconut; fruit
llama-3-8b-instruct,Assam,1,New-as-20,1,badminton,ludo; carrom; chess; gili danda; badminton
llama-3-8b-instruct,Assam,1,New-ch-07,0,"rum with jolpan (assamese breakfast), whiskey with chai (tea), and imfl (indian made foreign liquor) with aloo pitika (mashed potato).",pea; almond; chana chutney; mixed chickpeas; fried meat
llama-3-8b-instruct,Assam,1,New-ch-16,0,local kung fu,run milkha run; 1983; go india; m. s. dhoni; mary kom; dangal
llama-3-8b-instruct,Assam,1,New-ch-32,1,microsoft office.,ms office; microsoft office; microsoft; ms word
llama-3-8b-instruct,Assam,1,New-ch-38,1,"guwahati, silchar, dibrugarh, and tezpur.",guwahati; jorhat; dibrugarh; digboi; margherita
llama-3-8b-instruct,Assam,1,New-ch-44,1,3 months,3 months; 6 months; 8 months; 9 months; 10 months; 2 months; 12 months
llama-3-8b-instruct,Assam,1,New-ch-73,1,cultural and music clubs.,night club; press club; dance club; music club
llama-3-8b-instruct,Assam,1,New-en-05,0,rice and dal.,chowmein; assamese platter
llama-3-8b-instruct,Assam,1,New-en-19,1,indira gandhi athletic stadium,nehru; nehru stadium; sarusajai stadium; barsapara stadium; dr. bhupen hazarika; small stadium
llama-3-8b-instruct,Assam,1,New-en-41,0,rahul aggarwal,riniki bhuyan sharma; riniki bhunya sharma; hariprasanna hazarika; jesin kumbang paw; bhupen hazarika; hemendra prasad baruah; udbhav bharali; radha govinda baruah; munzir alam; pranjal saikia
llama-3-8b-instruct,Assam,1,New-en-47,1,tea plants,vegetables; vegetable; greens/vegetables; lemon; banana tree; chili pepper; fruit; henna tree; amita
llama-3-8b-instruct,Assam,1,New-en-56,0,bengali,english; hindi
llama-3-8b-instruct,Assam,1,New-en-68,1,"in schools in assam, bad behavior can lead to: suspension, expulsion, detention, warning, and parental counseling.",disciplinary punishment; informing the guardian; parent-teacher conference; call parents; expulsion; expelled; expelled from school; not applicable; exempted from the teacher's teaching in class
llama-3-8b-instruct,Assam,1,New-en-69,1,"rabindra nath tagore, birendra kumar bhattacharjee, hiren gohain, and mamoni raisom goswami.",rasaraj laxminath bezbaroa; lakshminath bezbaruah; srimanta sankardev; birendranath bhattacharyya; banikanta kakati; goddess nalinibala
llama-3-8b-instruct,Assam,1,New-gr-06,1,tenga,chinese food; chinese fast food; pork with rice; duck rice; chips; tea; indian roof
llama-3-8b-instruct,Assam,1,New-gr-08,1,jolpan.,beer; lime; xaaj; vodka; traditional liquor
llama-3-8b-instruct,Assam,1,New-gr-15,1,rasgulla.,coconut laddu; tel pitha; til pitha; kholachaparia pitha; sesame rice cake; sticky rice cake; ghila pitha; rice cake; rasgulla; barfi
llama-3-8b-instruct,Assam,1,New-gr-58,1,tea garden workers,cooks of the midday meal; school cook; fourth grade employee; fourth grade; anganwadi teacher; private event staff
llama-3-8b-instruct,Assam,1,New-ha-08,1,jolpan (fermented rice),rice flour; sandahguri; milk; snacks; soft rice; bitter gourd
llama-3-8b-instruct,Assam,1,New-in-01,0,teavanza,nescafe; ccd; bru gold; nestle
llama-3-8b-instruct,Assam,1,New-in-62,1,"national institute of technology, silchar (nit silchar)",tezpur university; assam engineering college; aec; assam science and technology university; dibrugarh university; gauhati university
llama-3-8b-instruct,Assam,1,New-ko-03,0,"""bihu niya""",bihu song; lullaby; our sweet little girl; oh my beloved country; name of god
llama-3-8b-instruct,Assam,1,New-pe-49,1,satra,namghar; prayer house; temple; in the temple; church; doul; mosque
llama-3-8b-instruct,Assam,1,New-pe-65,0,23,6; 7; 8; 3; 4
llama-3-8b-instruct,Assam,1,New-pe-76,1,boating,see wild animals; take photos; cleaning; boat ride
llama-3-8b-instruct,Assam,1,New-spme-05,1,"laddu, jalebi, and rasgulla.",coconut laddu; tel pitha; til pitha; kholachaparia pitha; sesame rice cake; sticky rice cake; ghila pitha; malpua; pedha; rasgulla; goja; cashew burfi
llama-3-8b-instruct,Assam,1,New-spme-37,1,engineering,doctor; engineering curriculum; engineering; professor
llama-3-8b-instruct,Assam,1,New-su-24,0,badminton and football.,ludo; hide and seek; carrom; cricket; chess
llama-3-8b-instruct,Assam,1,New-su-33,1,sari,sador mekhela; mekhela chador; shirt; pants; elegant attire
llama-3-8b-instruct,Assam,1,New-su-34,1,bihu dance,vocal music; singing; bihu; cultural centre; cultural center
llama-3-8b-instruct,Assam,1,New-su-57,1,cattle,cow; goat; buffalo
llama-3-8b-instruct,Assam,1,New-su-58,1,"buffaloes, cattle, pigs, and chickens.",cow; buffalo; duck; chicken
llama-3-8b-instruct,Assam,1,Ni-en-12,1,gauhati university,guwahati university; gauhati university; tezpur university; dibrugarh university
llama-3-8b-instruct,Assam,1,Ni-en-31,1,puthari and laru.,sweets; fish meat; cake; chowmein; tea; pilau; pilav; pilaf
llama-3-8b-instruct,Assam,1,Ni-en-40,0,"""o sathi tumi kothay""",christmas celebration; christmas christmas; jingle bell jingle bell; wish you merry christmas and happy new year
llama-3-8b-instruct,Assam,1,Sa-en-22,1,gauhati university,guwahati; gauhati university; assam agricultural university; dibrugarh university; tezpur university
llama-3-8b-instruct,Assam,1,Sa-en-31,1,dog,cow; dog; cat; goat
llama-3-8b-instruct,Assam,1,Sa-en-7,1,"jolpan, pani puri, samosas, momos, lassi.",soft rice; sticky rice; flattened rice snack; rice beer snack; fried rice snack; flattened rice; yogurt; jaggery; doubt; curd poha; curd-poha; rice flour; plantatin; musa balbisiana; milk
llama-3-8b-instruct,Assam,1,Ta-pe-21,1,school grounds.,field; playground; yard
llama-3-8b-instruct,Assam,1,Ta-pe-29,1,cricket,cricket; boxing
llama-3-8b-instruct,Assam,1,Th-en-03,1,i-league,assam cricket league; assam premier club championship; assam state premier league
llama-3-8b-instruct,Assam,1,Th-en-11,0,rahul ghosh,lovlina borgohain; sachin tendulkar; hima das; riyan parag; arjun bhogeswar baruah
llama-3-8b-instruct,Assam,1,Th-en-15,0,hockey,football; cricket; badminton; ludo
llama-3-8b-instruct,Assam,1,Th-en-35,0,lunch,afternoon meal; afternoon rice; dinner; snacks; morning snack
llama-3-8b-instruct,Assam,1,Th-en-37,1,18,25; 23; 24; 21; 30; 18
llama-3-8b-instruct,Assam,1,Th-en-44,1,masor tenga,duck meat with ash gourd; luchi and meat; meat pilaf; meat rice; lentil rice; rice; pork with mustard greens; meat with taro leaves; fish; bread; south indian food
llama-3-8b-instruct,Assam,1,Th-en-45,1,maa ki kahani (storytelling by mother),having tea together; talk; conversation; watching tv; tv; movie; lighting up lamps; pray; walk
llama-3-8b-instruct,Assam,1,Th-en-51,0,assamese.,mathematics; maths; math; science; english; political science
llama-3-8b-instruct,Assam,1,Th-en-53,1,festival celebration,cultural evening; music competition; dance and song event; bhaona; rasleela; moina parijat
llama-3-8b-instruct,Assam,1,Tmp-ar-01,1,gauhati university library.,library; hostel; house; home; lab; laboratory; college; pg; paying guest
llama-3-8b-instruct,Greece,1,Al-en-01,1,loukoumades,toast; koulouri; fruit; biscuits; chocolate
llama-3-8b-instruct,Greece,1,Al-en-04,1,watermelon,watermelon; apple; melon; mandarin; orange; banana
llama-3-8b-instruct,Greece,1,Al-en-19,1,english,english; french; german
llama-3-8b-instruct,Greece,1,Al-en-39,0,melomakarona and galaktoboureko.,cake
llama-3-8b-instruct,Greece,1,An-ar-03,1,5,6; 5
llama-3-8b-instruct,Greece,1,Ca-sp-06,0,dinner,lunch; breakfast
llama-3-8b-instruct,Greece,1,Ca-sp-11,1,sunday,sunday; saturday
llama-3-8b-instruct,Greece,1,Ca-sp-41,1,with their families.,houses of prosperity; nursing homes; nursing home; with pension; home with someone to take care of them
llama-3-8b-instruct,Greece,1,Gu-ch-08,1,basketball,soccer; football; basketball; track and field
llama-3-8b-instruct,Greece,1,Gu-ch-38,1,4,12; 10; 4
llama-3-8b-instruct,Greece,1,Ji-ko-14,1,olive oil,olive oil; feta; greek yogurt; human resources; wine
llama-3-8b-instruct,Greece,1,Ji-ko-24,0,beach,playground; playgrounds; playstation; sports clubs; cafes; cinema
llama-3-8b-instruct,Greece,1,Ji-ko-25,1,"christmas (25 december), saint valentine's day (14 february), easter sunday, may 1st (labor day), august 15th (assumption of the virgin mary), and saint george's day (23 april).",christmas; easter; august 15th; new year's day
llama-3-8b-instruct,Greece,1,Ji-ko-26,1,"* 12-13 years: start of secondary education
* 15-16 years: obtaining a part-time job
* 18 years: leaving home
* 21 years: completing higher education",marriage; job finding; work; coming of age; studies; military service
llama-3-8b-instruct,Greece,1,Ji-ko-28,0,the first day.,after 40 days; birthday; name day; new year's day; easter
llama-3-8b-instruct,Greece,1,Ji-ko-29,0,60th,18; 21
llama-3-8b-instruct,Greece,1,Ji-ko-33,1,squares (plateies),study; sleep; tutoring center; night out
llama-3-8b-instruct,Greece,1,Ji-ko-34,0,"elementary school students in greece attend school from 8:30 am to 1:30 pm, monday to friday, and have a 30-minute break for lunch.",with the aprons; on foot; bus; public transport; car
llama-3-8b-instruct,Greece,1,Ji-ko-35,1,private lyceums (lyceum: λύκειο),colleges; private schools; postgraduate; private nurseries; private vocational training institutes
llama-3-8b-instruct,Greece,1,Ji-ko-36,1,lykeion (λύκειο),mathematics; language; physics
llama-3-8b-instruct,Greece,1,Ji-ko-37,1,uniforms,casual; tracksuits; jeans; sportswear
llama-3-8b-instruct,Greece,1,Ji-ko-40,0,play soccer or other outdoor games.,spend time with their classmates; they discuss; spend time with their friends; smoking; copy notes; copy homework; eat; resting
llama-3-8b-instruct,Greece,1,Ji-ko-42,1,"mathematics, physics, chemistry, and ancient greek.",language; mathematics; literature; english; physics; ancient
llama-3-8b-instruct,Greece,1,Ji-ko-45,1,music and dancing.,singers; music; concerts
llama-3-8b-instruct,Greece,1,Jo-sp-13,1,sailing.,polo; city; synchronized swimming; swimming
llama-3-8b-instruct,Greece,1,Jo-sp-19,1,peloponnese,crete; thessaly; larissa; kastoria; volos; peloponnese
llama-3-8b-instruct,Greece,1,Jod-ch-01,0,"fork, knife, and spoon",dishes; pot; pan; frying pan; pan; glasses
llama-3-8b-instruct,Greece,1,Jod-ch-07,0,2.3,3; 2; 1.5; 2.5
llama-3-8b-instruct,Greece,1,Jod-ch-60,0,7,8; 9; 10
llama-3-8b-instruct,Greece,1,Ki-pe-34,1,coffee,coffee; milk
llama-3-8b-instruct,Greece,1,Kik-in-16,0,hot coffee.,tsipouro; ouzo; wine; rakomelo; raki
