model,country,iteration,question_id,correct,model_response,ground_truth
llama-3-8b-instruct,Iran,1,Th-en-44,0,khoresht-e fesenjan (chicken or duck cooked in a pomegranate and walnut sauce) with steamed rice.,ghormeh sabzi; broth; kebab; chelo kebab koobideh; chicken kebab
llama-3-8b-instruct,Iran,1,Th-en-45,1,watching tv together,watching tv; picnic; cafe hopping
llama-3-8b-instruct,Iran,1,Th-en-51,1,mathematics,mathematics; biology; biology; chemistry
llama-3-8b-instruct,Iran,1,Th-en-53,0,nowruz party,recreational camps; going to camp; sport; religious ceremonies
llama-3-8b-instruct,Iran,1,Tmp-ar-01,1,libraries.,library; home; study hall
llama-3-8b-instruct,Mexico,1,Al-en-01,1,tortilla chips with salsa or guacamole.,egg; sandwich; fruit with cereal; quesadillas; fruit; potato chips; crisps; chips; mango
llama-3-8b-instruct,Mexico,1,Al-en-04,1,mango,mango; orange; apple; papaya; banana; lime; avocado; strawberry
llama-3-8b-instruct,Mexico,1,Al-en-19,1,english,english
llama-3-8b-instruct,Mexico,1,Al-en-36,1,pan de muerto,bread of the dead; sweets; candy; sugar skull; puff pastries; flaky buns; fruit; hot chocolate
llama-3-8b-instruct,Mexico,1,Al-en-39,1,rosca de reyes.,cake; pizza; chicken with mole sauce; grilled meat
llama-3-8b-instruct,Mexico,1,An-ar-03,1,5,5; 6; 7; 11; 3; 12
llama-3-8b-instruct,Mexico,1,Ca-sp-06,1,breakfast,lunch; breakfast
llama-3-8b-instruct,Mexico,1,Ca-sp-11,1,sunday,sunday; saturday; friday
llama-3-8b-instruct,Mexico,1,Ca-sp-41,1,with family or in senior homes.,with family members; with relatives; with family; with their family; with their families; in a retiring home; nursing home; retiring home; in a nursing home; their own house; in the house of one of their children; with one of their children
llama-3-8b-instruct,Mexico,1,Gu-ch-08,1,soccer (fútbol),soccer; football; basketball; baseball; american football; football
llama-3-8b-instruct,Mexico,1,Gu-ch-38,0,8,4; 5
llama-3-8b-instruct,Mexico,1,Ji-ko-14,1,petroleum,avocado; tequila; corn
llama-3-8b-instruct,Mexico,1,Ji-ko-24,0,beach,public parks; parks; playgrounds; circuses; the kindergarten; daycare; chapultepec fair; six flags
llama-3-8b-instruct,Mexico,1,Ji-ko-25,1,"día de los muertos (day of the dead), navidad (christmas), día de la familia (family day), and día de los abuelos (grandparents' day).",mother's day; christmas; father's day; grandfather's day; day of the dead; family day
llama-3-8b-instruct,Mexico,1,Ji-ko-26,1,"1. age 12: children start to take on more responsibility and participate in household chores.
2. age 15: children are expected to start contributing financially to the household.
3. age 18: children are considered fully independent and can leave the family home.
4. age 21: children are considered to be fully financially independent and are expected to start supporting themselves.",getting married; marriage; to be of legal age; to have finished their studies; financial solvency; get a job
llama-3-8b-instruct,Mexico,1,Ji-ko-28,0,el día de las madres (mother's day) - the 10th of may.,baptism; birthday
llama-3-8b-instruct,Mexico,1,Ji-ko-29,1,quinceañera (15),15; 50
llama-3-8b-instruct,Mexico,1,Ji-ko-33,0,televisión.,home; to club or bar; street; to a party; gathering; friend's house
llama-3-8b-instruct,Mexico,1,Ji-ko-34,0,"elementary school students in mexico typically attend school from monday to friday, from 8:30 am to 1:30 pm.",walking; on foot; by public transport; using their parents car; by bus; using the school bus; by car
llama-3-8b-instruct,Mexico,1,Ji-ko-35,1,colegio particulares.,schools with a license from the s.e.p.; montessori schools
llama-3-8b-instruct,Mexico,1,Ji-ko-36,0,prepa,tecmilenio university; la salle university
llama-3-8b-instruct,Mexico,1,Ji-ko-37,1,"t-shirts, jeans, and sneakers.",school uniform; trousers; shirt
llama-3-8b-instruct,Mexico,1,Ji-ko-40,1,"play soccer or other outdoor games, socialize with friends, or listen to music.",to chat; doing sports; have a meal; eat; smoke
llama-3-8b-instruct,Mexico,1,Ji-ko-42,1,"spanish, mathematics, and one of the following: foreign language, science, or social science.",mathematics; spanish language; science; ethics; chemistry; history; geography; biology; physics
llama-3-8b-instruct,Mexico,1,Ji-ko-45,1,live music and food.,to learn; to have fun; fun; university projects; free food and drinks
llama-3-8b-instruct,Mexico,1,Jo-sp-13,0,surfing,swimming; diving
llama-3-8b-instruct,Mexico,1,Jo-sp-19,1,bajío,north of mexico; north; the south of the country; south
llama-3-8b-instruct,Mexico,1,Jod-ch-01,1,"forks, knives, and spoons.",fork; spoon; spoons; knife
llama-3-8b-instruct,Mexico,1,Jod-ch-07,0,2.5,2; 1; 1.5; 3
llama-3-8b-instruct,Mexico,1,Jod-ch-60,1,8,10; 8; 9; 8-12
llama-3-8b-instruct,Mexico,1,Ki-pe-34,1,horchata,coffee; smoothie; milk; orange juice; a traditional hot mexican beverage made from cornmeal and water or milk; juice
llama-3-8b-instruct,Mexico,1,Kik-in-16,1,hot chocolate.,a traditional hot mexican beverage made from cornmeal and water or milk; chocolate flavored beverage made from cornmeal and water or milk; coffee; hot chocolate; coca-cola
llama-3-8b-instruct,Mexico,1,Kik-in-36,1,javier aguirre,"miguel herrera; miguel ""the louse"" herrera; tuca ferretti; pep guardiola; basque aguirre; jaime lozano"
llama-3-8b-instruct,Mexico,1,Kik-in-37,1,américa vs chivas guadalajara,chivas vs america; america vs guadalajara; america vs chivas; rayados vs tigres; tigres vs rayados; america vs pumas
llama-3-8b-instruct,Mexico,1,Na-ko-20,1,fútbol (soccer),football world cup; soccer world cup
llama-3-8b-instruct,Mexico,1,Na-ko-29,0,césar salgado,fernanda gonzález; fernanda gonzáles; ricardo vargas; miguel de lara; andrea guevara
llama-3-8b-instruct,Mexico,1,Na-ko-33,1,rosca de reyes,turkey; tamales; apple salad
llama-3-8b-instruct,Mexico,1,Na-ko-39,0,moneda de oro,wedding gift; gifts; gift; alcohol; appliances
llama-3-8b-instruct,Mexico,1,Ne-ar-26,1,femsa,pemex (mexican petroleum); cfe (federal electricity commission); air transport; sat (tax administration service)
llama-3-8b-instruct,Mexico,1,Ne-ar-36,1,posole.,pozole; traditional soup made of pork and corn; mole sauce; pot mole; beef spicy stew; tamales
llama-3-8b-instruct,Mexico,1,Ne-ar-38,1,tortas.,sandwiches; canned food; bread; rice and beans
llama-3-8b-instruct,Mexico,1,New-as-20,0,tennis,basketball; swimming; boxing; indoor soccer
llama-3-8b-instruct,Mexico,1,New-ch-07,0,"tequila: lime, salt, sangrita
rum: cola, orange juice, pineapple juice
whiskey: cola, ginger beer, apple juice
vodka: lime, grapefruit juice, cranberry juice
gin: tonic water, lime, grapefruit juice
cognac: coffee, chocolate, orange liqueur",tacos; meat; peanuts; snacks
llama-3-8b-instruct,Mexico,1,New-ch-16,0,"""como agua para chocolate""",rocky; ¡goool!; el mundial 86; los reyes del futbol; el chanfle
llama-3-8b-instruct,Mexico,1,New-ch-32,1,microsoft office,ms office; microsoft office; office; microsoft word; ms word
llama-3-8b-instruct,Mexico,1,New-ch-38,1,"tijuana, mexicali, guadalajara, monterrey, and lázaro cárdenas.",monterrey; veracruz; mexico city; cancún; harbours; ports; torreon; north
llama-3-8b-instruct,Mexico,1,New-ch-44,1,30 days,3 months; 6 months; 1 month
llama-3-8b-instruct,Mexico,1,New-ch-73,1,"soccer, beer pong, and electronic dance music (edm)",chess clubs; sport clubs; cooking clubs; music; music clubs; soccer clubs; football clubs; night clubs; performing arts; reading clubs
llama-3-8b-instruct,Mexico,1,New-en-05,1,tacos,tacos; sandwich; sandwiches; chilaquiles; mixed grilled meats; traditional meat sandwich
llama-3-8b-instruct,Mexico,1,New-en-19,1,azteca stadium,aztec stadium; jalisco stadium
llama-3-8b-instruct,Mexico,1,New-en-41,0,alfonso romo garcía-mon.,carlos slim
llama-3-8b-instruct,Mexico,1,New-en-47,0,a swimming pool.,fruit trees; flowerpots; grill; tree; children's games; clotheslines; old objects; discarded
llama-3-8b-instruct,Mexico,1,New-en-56,1,english,english
llama-3-8b-instruct,Mexico,1,New-en-68,1,"suspension, expulsion, detention, and parent-teacher conference.",expulsion; exclusion; suspension; disciplinary school report; disciplinary report
llama-3-8b-instruct,Mexico,1,New-en-69,1,"octavio paz, juan rulfo, carlos fuentes, gabriel garcía márquez, and jorge luis borges.",gabriel garcía márquez; carlos fuentes; lope de vega; julio cortázar; octavio paz
llama-3-8b-instruct,Mexico,1,New-gr-06,1,tacos al pastor,tacos; sandwiches; chilaquiles; pizza
llama-3-8b-instruct,Mexico,1,New-gr-08,1,beer.,beer; tequila; whiskey; mezcal
llama-3-8b-instruct,Mexico,1,New-gr-15,1,tres leches cake.,rice pudding; pastries; sweet bread; baked custard; cake; ice cream; charlotte; churros; fritter; cornbread; jelly
llama-3-8b-instruct,Mexico,1,New-gr-58,1,teachers.,teaching; agriculture; masonry; gastronomy; stewardship; cashier
llama-3-8b-instruct,Mexico,1,New-ha-08,0,beans.,traditional mole sauce; a traditional soup or stew made of pork and corn; sweet potato; corn on the cob
llama-3-8b-instruct,Mexico,1,New-in-01,0,oxxo,starbucks; italian coffee; biscuits madero; cielito lindo; punta del cielo
llama-3-8b-instruct,Mexico,1,New-in-62,1,instituto tecnológico y de estudios superiores de monterrey (itesm),monterrey institute of technology; national autonomous university of mexico; autonomous university of nuevo león; national polytechnic institute
llama-3-8b-instruct,Mexico,1,New-ko-02,1,baby massage.,breathing and concentration; breathing exercises; excercising; childbirth preparation courses; use of contraceptives; breastfeeding; early stimulation
llama-3-8b-instruct,Mexico,1,New-ko-03,0,"""la cucaracha""",the sea snake; the little toad; el chorrito; bells of bethlehem; twinkle twinkle little star; pin pon; one elephant was swinging; sweet orange; pretty little sky
llama-3-8b-instruct,Mexico,1,New-pe-06,0,menudo,tacos; molel sauce; grilled meat; mixed grilled meats; barbecue; meat with chili; pork rind
llama-3-8b-instruct,Mexico,1,New-pe-20,1,volleyball,volleyball; soccer; football; frisbee
llama-3-8b-instruct,Mexico,1,New-pe-49,1,oratorios.,church; catholic church; home
llama-3-8b-instruct,Mexico,1,New-pe-65,0,32,8; 9; 10; 14; 40; 13
llama-3-8b-instruct,Mexico,1,New-pe-76,1,picnicking,walking; jogging; running; playing soccer; playing football; walking the dog; playing; relaxing
llama-3-8b-instruct,Mexico,1,New-pe-86,0,cathedral of our lady of angels (la catedral metropolitana),latin american tower; reform tower
llama-3-8b-instruct,Mexico,1,New-spme-05,1,"churros, tres leches cake, and alfajores.",marzipan; tamarind pulp candy; coconut candy; dulce de leche; wafers; duvalin; payaso lollipop
llama-3-8b-instruct,Mexico,1,New-spme-37,1,engineering,engineering; medicine; sciences; international relations; cooking; business administration; business administration; law
llama-3-8b-instruct,Mexico,1,New-su-24,1,"fútbol (soccer), volleyball, and basketball.",soccer; football; basketball
llama-3-8b-instruct,Mexico,1,New-su-33,0,"formal attire, typically a suit and tie for men, and a skirt or pantsuit for women.",trousers and shirt
llama-3-8b-instruct,Mexico,1,New-su-34,1,coros,guitar; playing guitar; flute; choir; school gatherings; paying drums
llama-3-8b-instruct,Mexico,1,New-su-42,1,catholicism,catholic; roman catholic; catholicism; christian
llama-3-8b-instruct,Mexico,1,New-su-57,1,cattle,cows; pigs; chicken; goats
llama-3-8b-instruct,Mexico,1,New-su-58,1,"cattle, pigs, chickens, goats, and turkeys.",donkeys; horses; cows; dog; mule
llama-3-8b-instruct,Mexico,1,Ni-en-12,1,national autonomous university of mexico (unam),national autonomous university of mexico; valle de mexico university; monterrey institute of technology
llama-3-8b-instruct,Mexico,1,Ni-en-31,1,rosca de reyes.,turkey; seepweed stew; tamales; cod; leg of pork; stuffed chilli peppers; pasta
llama-3-8b-instruct,Mexico,1,Ni-en-40,1,"""las posadas""",merry christmas; the fish in the river; the little donkey from the savannah; santa claus is coming to town; rudolph the reindeer; bell over bell; jingle bells
llama-3-8b-instruct,Mexico,1,Sa-en-22,1,universidad nacional autónoma de méxico (unam),national autonomous university of mexico; monterrey institute of technology; autonomous university of nuevo leon; university of guadalajara; national polytechnic institute
llama-3-8b-instruct,Mexico,1,Sa-en-31,1,dogs,dog; cat
llama-3-8b-instruct,Mexico,1,Sa-en-7,1,"tortilla chips, churros, elote, chicharrón, tamarindo candies, and paletas.",tostadas; enchiladas; thick stuffed tortillas; fried tacos; flautas; thick tortillas with toppings; corn in a cup; ice cream; quesadilla; a traditional soup or stew made of pork and corn; tacos
llama-3-8b-instruct,Mexico,1,Ta-pe-21,1,calles (streets),street; on the street; in parks; park; school; schoolyard; in sports units; court
llama-3-8b-instruct,Mexico,1,Ta-pe-29,1,soccer (fútbol),soccer; football; tennis; auto racing
llama-3-8b-instruct,Mexico,1,Th-en-03,1,liga mx,liga bbva mx; mexican football league; mexican soccer league; liga mx; lucha libre aaa; mexican baseball league
llama-3-8b-instruct,Mexico,1,Th-en-11,0,cristiano ronaldo,"el chicharito; javier hernandez (chicharito); checo pérez; saul ""canelo"" alvarez; ""canelo"" alvarez; gignac"
llama-3-8b-instruct,Mexico,1,Th-en-35,1,dinner,lunch; breakfast; dinner
llama-3-8b-instruct,Mexico,1,Th-en-37,1,18,28; 21; 25; 18; 30; 17; 22
llama-3-8b-instruct,Mexico,1,Th-en-44,1,tacos al pastor.,grilled meat; barbecue; tacos; pizza; tamales; stew; carnitas; fried pork; roasted pork; roast chicken
llama-3-8b-instruct,Mexico,1,Th-en-45,1,dinner together,watch television; watch tv; board games; play mexican bingo; soccer; football; cinema
llama-3-8b-instruct,Mexico,1,Th-en-51,1,spanish,mathematics; spanish; english; history
llama-3-8b-instruct,Mexico,1,Th-en-53,0,fiestas de navidad (christmas parties),spring queen; independence day; day of the death offerings contests; day of the death altar contests; children's day
llama-3-8b-instruct,Mexico,1,Tmp-ar-01,1,universidades y bibliotecas.,university library; libraries; library; home
llama-3-8b-instruct,Assam,1,Al-en-01,0,momo,plantatin; musa balbisiana; semolina; rice flour; curd poha; curd-poha; mashed potato rice; potato rice; rice with milk; snacks
llama-3-8b-instruct,Assam,1,Al-en-04,0,orange,malbhog banana; banana; mango; jackfruit; berry; coconut
llama-3-8b-instruct,Assam,1,Al-en-19,1,bengali,english; hindi; bengali
llama-3-8b-instruct,Assam,1,Al-en-39,1,pitha,rice pudding; cake; sweets; kidney bean; meat rice; tea; assamese food; puri vaji; flatbread and vegetable fries; fried roti
llama-3-8b-instruct,Assam,1,An-ar-03,1,4,2; 3; 11; 2; 5; 4
llama-3-8b-instruct,Assam,1,Ca-sp-06,0,breakfast,afternoon meal; afternoon; afternoon's; dinner
llama-3-8b-instruct,Assam,1,Ca-sp-11,1,sunday,on sunday; sunday; saturday
llama-3-8b-instruct,Assam,1,Ca-sp-41,1,institutions and old age homes.,home; house; own home; own house; own residence; self-built house
llama-3-8b-instruct,Assam,1,Gu-ch-08,0,football,ludo; race; running; hide and seek; card; card game; cricket; video game; kabaddi; tug of war; tug-of-war
llama-3-8b-instruct,Assam,1,Gu-ch-38,1,3,21; 3; 22; 12; 4
llama-3-8b-instruct,Assam,1,Ji-ko-14,1,tea,tea leaf; tea; crude oil; petrol; rice; mineral resources; coal
llama-3-8b-instruct,Assam,1,Ji-ko-24,0,boating,sports; playing sports; garden; bicycle; park; playground; moina parijat
llama-3-8b-instruct,Assam,1,Ji-ko-25,1,"bihu, durga puja, saraswati puja, christmas, eid-al-fitr, eid-al-adha.",maternity leave; paternity leave; child care leave; bihu; durga puja; parental service
llama-3-8b-instruct,Assam,1,Ji-ko-28,1,uruka,days of a month; after a month; 1 month; 1 month ceremony; showing outside; rice feeding ceremony; first rice-eating ceremony; purity; day of coming home from the hospital; one year; a year; first birthday; 1 year
llama-3-8b-instruct,Assam,1,Ji-ko-29,0,60,1; 30; 25; 50
llama-3-8b-instruct,Assam,1,Ji-ko-33,0,tea stalls or street food stalls.,sleeps at home; sleep; bed; walk; read; study table; home; house; study
llama-3-8b-instruct,Assam,1,Ji-ko-34,1,"by bus, on foot, or by bicycle.",walk; bicycle; parent's; with parents; scooty; horse; school bus; van; public transport
llama-3-8b-instruct,Assam,1,Ji-ko-35,1,english medium schools.,domestic education; exam; private tutor
llama-3-8b-instruct,Assam,1,Ji-ko-36,1,science academy,computer; art; arts; science; science; commerce
llama-3-8b-instruct,Assam,1,Ji-ko-37,1,"salwar kameez, casual t-shirts, jeans, and trousers.",shirt; pants; shalwar; chalwar; salwar; skirt; college uniform; uniform; sador mekhela; mekhela chador; churidar; shoes socks; tie; half shirt
llama-3-8b-instruct,Assam,1,Ji-ko-40,1,"play outdoor games, chat with friends, or sleep.",eat; plays sports; sports; read; eats tiffin; play games; sing
llama-3-8b-instruct,Assam,1,Ji-ko-42,1,"arts: english, history, geography, economics, political science
science: physics, chemistry, mathematics, biology
commerce: accountancy, business studies, economics",science; mathematics; maths; math; general knowledge; mathematics; maths; math; chemistry; biology; art; major; honorable subject; english; general intelligence test
llama-3-8b-instruct,Assam,1,Ji-ko-45,0,bihu performances and food.,entertainment; one skilled citizen; honest witness citizen; tea; building friendship with students from other departments; opportunity to showcase other talents along with studies; enjoy the festive atmosphere
llama-3-8b-instruct,Assam,1,Jo-sp-13,0,rafting,swim; swimming; boat race
llama-3-8b-instruct,Assam,1,Jo-sp-19,1,brahmaputra valley,assam; entire assam; entire; all regions; sivasagar
llama-3-8b-instruct,Assam,1,Jod-ch-01,1,jolpan (paddle) and haath (fork),bronze utensils; bronze; bell metal; brass utensils; brass; brass plate; steel; steel utensils; earthen; soil; earthen utensils
llama-3-8b-instruct,Assam,1,Jod-ch-07,0,2.3,2; 1; 2.5; 3; 0; 9
llama-3-8b-instruct,Assam,1,Jod-ch-60,1,9,8; 9; 7; 6; 5
llama-3-8b-instruct,Assam,1,Ki-pe-34,1,tea,tea; juice; coffee; water; bottle gourd liqour
llama-3-8b-instruct,Assam,1,Kik-in-16,1,assam tea,tea; coffee; soup; ram; beer; traditional liquor
llama-3-8b-instruct,Assam,1,Kik-in-36,0,bhaskar jyoti barua,sujesh boro; prajwal singh; fine rava
llama-3-8b-instruct,Assam,1,Kik-in-37,0,barbarians sc vs neroca fc,oil india duliajan vs assam state electricity board; assam state electricity board vs oil india duliajan
llama-3-8b-instruct,Assam,1,Na-ko-19,0,prafulla behra,abhijit bhattacharya; abdul baten
llama-3-8b-instruct,Assam,1,Na-ko-20,1,cricket,soccer; football; cricket; race; running; boxing; chess; badminton; swimming; wrestling
llama-3-8b-instruct,Assam,1,Na-ko-29,0,rahul banerjee,elvis ali hazarika; sankardev
llama-3-8b-instruct,Assam,1,Na-ko-33,1,pitha,snacks; sweet; pitha laru; bora rice snack; sour fish curry; curd poha; curd-poha; cream
llama-3-8b-instruct,Assam,1,Na-ko-39,1,money.,clock; xorai; dry; flower bouquet; items used at home; clothes; xophura; money; bota
llama-3-8b-instruct,Assam,1,Ne-ar-06,1,jolpan and zizira.,fruit; vegetable; pulao paneer; pilau; pilav; pilaf; watermelon; grape; spectacles; fried chickpeas; dates
llama-3-8b-instruct,Assam,1,Ne-ar-09,1,"pitha, jolpan, and kebabs.",sweets; pilau; pilav; pilaf; fruit; biryani; fish meat; meat pilav; meat pilaf; meat pilau; semolina; vegetable
llama-3-8b-instruct,Assam,1,Ne-ar-26,1,oil india limited.,assam gas company limited; assam power distribution company limited; tea auction center; oil india; o.n.g.c. (oil and natural gas corporation)
llama-3-8b-instruct,Assam,1,Ne-ar-36,1,jolpan (assamese rice and fish curry),rice cake; ladoo; laddu; laru; coconut laddu; bora rice cake; banana rice cake; snacks
llama-3-8b-instruct,Assam,1,Ne-ar-38,0,pitha,rice; black mole; coconut; fruit
llama-3-8b-instruct,Assam,1,New-as-20,1,badminton,ludo; carrom; chess; gili danda; badminton
llama-3-8b-instruct,Assam,1,New-ch-07,1,"jolpan, pakku deh, and chai",pea; almond; chana chutney; mixed chickpeas; fried meat
llama-3-8b-instruct,Assam,1,New-ch-16,1,baandhon,run milkha run; 1983; go india; m. s. dhoni; mary kom; dangal
llama-3-8b-instruct,Assam,1,New-ch-32,1,microsoft office,ms office; microsoft office; microsoft; ms word
llama-3-8b-instruct,Assam,1,New-ch-38,1,"guwahati, silchar, and jorhat.",guwahati; jorhat; dibrugarh; digboi; margherita
llama-3-8b-instruct,Assam,1,New-ch-44,1,3 months,3 months; 6 months; 8 months; 9 months; 10 months; 2 months; 12 months
llama-3-8b-instruct,Assam,1,New-ch-73,1,cultural and literary clubs,night club; press club; dance club; music club
llama-3-8b-instruct,Assam,1,New-en-05,1,thukpa,chowmein; assamese platter
llama-3-8b-instruct,Assam,1,New-en-19,1,indira gandhi athletic stadium,nehru; nehru stadium; sarusajai stadium; barsapara stadium; dr. bhupen hazarika; small stadium
llama-3-8b-instruct,Assam,1,New-en-41,0,rahul aggarwal,riniki bhuyan sharma; riniki bhunya sharma; hariprasanna hazarika; jesin kumbang paw; bhupen hazarika; hemendra prasad baruah; udbhav bharali; radha govinda baruah; munzir alam; pranjal saikia
llama-3-8b-instruct,Assam,1,New-en-47,1,tea bushes,vegetables; vegetable; greens/vegetables; lemon; banana tree; chili pepper; fruit; henna tree; amita
llama-3-8b-instruct,Assam,1,New-en-56,0,bengali,english; hindi
llama-3-8b-instruct,Assam,1,New-en-68,1,"suspension, expulsion, detention, and reporting to parents.",disciplinary punishment; informing the guardian; parent-teacher conference; call parents; expulsion; expelled; expelled from school; not applicable; exempted from the teacher's teaching in class
llama-3-8b-instruct,Assam,1,New-en-69,0,"rabindranath tagore, hiren gohain, bhabendra nath saikia, mamoni raja bonovi, and homen borgohain.",rasaraj laxminath bezbaroa; lakshminath bezbaruah; srimanta sankardev; birendranath bhattacharyya; banikanta kakati; goddess nalinibala
llama-3-8b-instruct,Assam,1,New-gr-06,1,pitha,chinese food; chinese fast food; pork with rice; duck rice; chips; tea; indian roof
llama-3-8b-instruct,Assam,1,New-gr-08,1,jolpan.,beer; lime; xaaj; vodka; traditional liquor
llama-3-8b-instruct,Assam,1,New-gr-15,1,pitha,coconut laddu; tel pitha; til pitha; kholachaparia pitha; sesame rice cake; sticky rice cake; ghila pitha; rice cake; rasgulla; barfi
llama-3-8b-instruct,Assam,1,New-gr-58,1,teachers,cooks of the midday meal; school cook; fourth grade employee; fourth grade; anganwadi teacher; private event staff
llama-3-8b-instruct,Assam,1,New-ha-08,1,jolpan,rice flour; sandahguri; milk; snacks; soft rice; bitter gourd
llama-3-8b-instruct,Assam,1,New-in-01,0,hornbill coffee,nescafe; ccd; bru gold; nestle
llama-3-8b-instruct,Assam,1,New-in-62,1,guwahati university,tezpur university; assam engineering college; aec; assam science and technology university; dibrugarh university; gauhati university
llama-3-8b-instruct,Assam,1,New-ko-03,1,"""koli koli""

(i hope that's correct!",bihu song; lullaby; our sweet little girl; oh my beloved country; name of god
llama-3-8b-instruct,Assam,1,New-pe-49,1,satras.,namghar; prayer house; temple; in the temple; church; doul; mosque
llama-3-8b-instruct,Assam,1,New-pe-65,0,12,6; 7; 8; 3; 4
llama-3-8b-instruct,Assam,1,New-pe-76,1,boating,see wild animals; take photos; cleaning; boat ride
llama-3-8b-instruct,Assam,1,New-spme-05,1,"jolpan, lohori, and mitha.",coconut laddu; tel pitha; til pitha; kholachaparia pitha; sesame rice cake; sticky rice cake; ghila pitha; malpua; pedha; rasgulla; goja; cashew burfi
llama-3-8b-instruct,Assam,1,New-spme-37,1,engineering,doctor; engineering curriculum; engineering; professor
llama-3-8b-instruct,Assam,1,New-su-24,0,"badminton, football, cricket, and table tennis.",ludo; hide and seek; carrom; cricket; chess
llama-3-8b-instruct,Assam,1,New-su-33,1,sari or traditional attire.,sador mekhela; mekhela chador; shirt; pants; elegant attire
llama-3-8b-instruct,Assam,1,New-su-34,1,bihu,vocal music; singing; bihu; cultural centre; cultural center
llama-3-8b-instruct,Assam,1,New-su-57,1,cattle,cow; goat; buffalo
llama-3-8b-instruct,Assam,1,New-su-58,1,"buffalo, cattle, pigs, fowl, and fish.",cow; buffalo; duck; chicken
llama-3-8b-instruct,Assam,1,Ni-en-12,1,gauhati university,guwahati university; gauhati university; tezpur university; dibrugarh university
llama-3-8b-instruct,Assam,1,Ni-en-31,1,pitha and luchi.,sweets; fish meat; cake; chowmein; tea; pilau; pilav; pilaf
llama-3-8b-instruct,Assam,1,Ni-en-40,0,"""bihu nama""",christmas celebration; christmas christmas; jingle bell jingle bell; wish you merry christmas and happy new year
llama-3-8b-instruct,Assam,1,Sa-en-22,1,gauhati university,guwahati; gauhati university; assam agricultural university; dibrugarh university; tezpur university
llama-3-8b-instruct,Assam,1,Sa-en-31,1,the golden retriever.,cow; dog; cat; goat
llama-3-8b-instruct,Assam,1,Sa-en-7,1,"pani pitha, jolpan, laiu, and jarjira.",soft rice; sticky rice; flattened rice snack; rice beer snack; fried rice snack; flattened rice; yogurt; jaggery; doubt; curd poha; curd-poha; rice flour; plantatin; musa balbisiana; milk
llama-3-8b-instruct,Assam,1,Ta-pe-21,1,school grounds and local maidans.,field; playground; yard
llama-3-8b-instruct,Assam,1,Ta-pe-29,1,cricket,cricket; boxing
llama-3-8b-instruct,Assam,1,Th-en-03,1,i-league,assam cricket league; assam premier club championship; assam state premier league
llama-3-8b-instruct,Assam,1,Th-en-11,0,pritam singh boro,lovlina borgohain; sachin tendulkar; hima das; riyan parag; arjun bhogeswar baruah
llama-3-8b-instruct,Assam,1,Th-en-15,0,hockey,football; cricket; badminton; ludo
llama-3-8b-instruct,Assam,1,Th-en-35,0,lunch,afternoon meal; afternoon rice; dinner; snacks; morning snack
llama-3-8b-instruct,Assam,1,Th-en-37,0,22,25; 23; 24; 21; 30; 18
llama-3-8b-instruct,Assam,1,Th-en-44,1,dal and rice.,duck meat with ash gourd; luchi and meat; meat pilaf; meat rice; lentil rice; rice; pork with mustard greens; meat with taro leaves; fish; bread; south indian food
llama-3-8b-instruct,Assam,1,Th-en-45,1,watching tv together,having tea together; talk; conversation; watching tv; tv; movie; lighting up lamps; pray; walk
llama-3-8b-instruct,Assam,1,Th-en-51,0,assamese,mathematics; maths; math; science; english; political science
llama-3-8b-instruct,Assam,1,Th-en-53,1,festivals,cultural evening; music competition; dance and song event; bhaona; rasleela; moina parijat
llama-3-8b-instruct,Assam,1,Tmp-ar-01,1,guwahati and silchar.,library; hostel; house; home; lab; laboratory; college; pg; paying guest
llama-3-8b-instruct,Greece,1,Al-en-01,1,loukoumades,toast; koulouri; fruit; biscuits; chocolate
llama-3-8b-instruct,Greece,1,Al-en-04,1,watermelon,watermelon; apple; melon; mandarin; orange; banana
llama-3-8b-instruct,Greece,1,Al-en-19,1,english,english; french; german
llama-3-8b-instruct,Greece,1,Al-en-39,1,vasilopita (a sweet bread).,cake
llama-3-8b-instruct,Greece,1,An-ar-03,1,5,6; 5
llama-3-8b-instruct,Greece,1,Ca-sp-06,0,dinner.,lunch; breakfast
llama-3-8b-instruct,Greece,1,Ca-sp-11,1,sunday,sunday; saturday
llama-3-8b-instruct,Greece,1,Ca-sp-41,1,with family or in nursing homes.,houses of prosperity; nursing homes; nursing home; with pension; home with someone to take care of them
llama-3-8b-instruct,Greece,1,Gu-ch-08,1,basketball,soccer; football; basketball; track and field
llama-3-8b-instruct,Greece,1,Gu-ch-38,1,4,12; 10; 4
llama-3-8b-instruct,Greece,1,Ji-ko-14,1,olive oil,olive oil; feta; greek yogurt; human resources; wine
llama-3-8b-instruct,Greece,1,Ji-ko-24,0,beach,playground; playgrounds; playstation; sports clubs; cafes; cinema
llama-3-8b-instruct,Greece,1,Ji-ko-25,1,"christmas (25th december), epiphany (6th january), easter sunday, easter monday, st. george's day (23rd april), and the assumption of the virgin mary (15th august).",christmas; easter; august 15th; new year's day
llama-3-8b-instruct,Greece,1,Ji-ko-26,0,"1. leaving home at 18 years old
2. moving to their own apartment at 20-22 years old
3. getting married and starting a family in their late 20s to early 30s",marriage; job finding; work; coming of age; studies; military service
llama-3-8b-instruct,Greece,1,Ji-ko-28,1,40 days,after 40 days; birthday; name day; new year's day; easter
llama-3-8b-instruct,Greece,1,Ji-ko-29,0,60,18; 21
