MCQID,ID,country,prompt,choices,choice_countries,answer_idx,full_res,final_ans
Th-en-53_383,Th-en-53,Ethiopia,"What is the most popular extracurricular social event at schools in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. cultural evening
B. party
C. recreational camps
D. soccer

Answer:","{
    ""A"": ""cultural evening"",
    ""B"": ""party"",
    ""C"": ""recreational camps"",
    ""D"": ""soccer""
}","{
    ""A"": ""Assam"",
    ""B"": ""Ethiopia"",
    ""C"": ""Iran"",
    ""D"": ""Spain""
}",B,"{""answer_choice"": ""D. soccer""}",D
Na-ko-37_1032,Na-ko-37,Ethiopia,"What is the most popular domestic vacation spot for people from Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. great wall
B. guba
C. jijel
D. quient place

Answer:","{
    ""A"": ""great wall"",
    ""B"": ""guba"",
    ""C"": ""jijel"",
    ""D"": ""quient place""
}","{
    ""A"": ""China"",
    ""B"": ""Azerbaijan"",
    ""C"": ""Algeria"",
    ""D"": ""Ethiopia""
}",D,"{""answer_choice"":""B""}",B
New-in-80_604,New-in-80,Ethiopia,"What is the most famous theme park in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. Disney World
B. entoto
C. six flags
D. trans studio bandung

Answer:","{
    ""A"": ""Disney World"",
    ""B"": ""entoto"",
    ""C"": ""six flags"",
    ""D"": ""trans studio bandung""
}","{
    ""A"": ""US"",
    ""B"": ""Ethiopia"",
    ""C"": ""Mexico"",
    ""D"": ""West_Java""
}",B,"{""answer_choice"": ""B""}",B
New-pe-86_267,New-pe-86,Ethiopia,"What is the name of the most famous tower in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. fasil barrage
B. leifeng pagoda
C. martyr's memorial
D. white

Answer:","{
    ""A"": ""fasil barrage"",
    ""B"": ""leifeng pagoda"",
    ""C"": ""martyr's memorial"",
    ""D"": ""white""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""China"",
    ""C"": ""Algeria"",
    ""D"": ""Greece""
}",A,"{""answer_choice"": ""A""}",A
New-ko-07_50,New-ko-07,Ethiopia,"What is the customary symbol of condolence used at funerals in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. black clothes
B. not-applicable
C. origami crane
D. verbal condolence

Answer:","{
    ""A"": ""black clothes"",
    ""B"": ""not-applicable"",
    ""C"": ""origami crane"",
    ""D"": ""verbal condolence""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Algeria"",
    ""C"": ""dummy"",
    ""D"": ""Iran""
}",A,"{""answer_choice"": ""B""}",B
Ta-pe-29_58,Ta-pe-29,Ethiopia,"Which professional sport is the highest paying in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. American Football
B. baseball
C. cheese rolling
D. soccer

Answer:","{
    ""A"": ""American Football"",
    ""B"": ""baseball"",
    ""C"": ""cheese rolling"",
    ""D"": ""soccer""
}","{
    ""A"": ""US"",
    ""B"": ""South_Korea"",
    ""C"": ""dummy"",
    ""D"": ""Ethiopia""
}",D,"{""answer_choice"": ""D""}",D
Th-en-19_2622,Th-en-19,Ethiopia,"What is a city or region in Ethiopia known for manufacturing industry? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. athens
B. cikarang
C. combolcha
D. kerawang

Answer:","{
    ""A"": ""athens"",
    ""B"": ""cikarang"",
    ""C"": ""combolcha"",
    ""D"": ""kerawang""
}","{
    ""A"": ""Greece"",
    ""B"": ""West_Java"",
    ""C"": ""Ethiopia"",
    ""D"": ""Indonesia""
}",C,"{""answer_choice"":""C""}",C
New-am-27_1354,New-am-27,Ethiopia,"Who is the most popular female sportperson in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. deraretu tulu
B. hima das
C. park young-soon
D. voula patoulidou

Answer:","{
    ""A"": ""deraretu tulu"",
    ""B"": ""hima das"",
    ""C"": ""park young-soon"",
    ""D"": ""voula patoulidou""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Assam"",
    ""C"": ""North_Korea"",
    ""D"": ""Greece""
}",A,"{""answer_choice"":""A""}",A
Th-en-12_2121,Th-en-12,Ethiopia,"In which sport has Ethiopia been most successful in international competitions? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. ping pong
B. rugby
C. running
D. taekwondo

Answer:","{
    ""A"": ""ping pong"",
    ""B"": ""rugby"",
    ""C"": ""running"",
    ""D"": ""taekwondo""
}","{
    ""A"": ""China"",
    ""B"": ""UK"",
    ""C"": ""Ethiopia"",
    ""D"": ""Mexico""
}",C,"{""answer_choice"": ""C""}",C
Th-en-19_2558,Th-en-19,Ethiopia,"What is a city or region in Ethiopia known for manufacturing industry? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. athens
B. combolcha
C. kano
D. sumgait

Answer:","{
    ""A"": ""athens"",
    ""B"": ""combolcha"",
    ""C"": ""kano"",
    ""D"": ""sumgait""
}","{
    ""A"": ""Greece"",
    ""B"": ""Ethiopia"",
    ""C"": ""Northern_Nigeria"",
    ""D"": ""Azerbaijan""
}",B,"{""answer_choice"": ""B""}",B
New-spme-05_899,New-spme-05,Ethiopia,"What are the most popular sweets in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. chocolate
B. galaktompoureko
C. half-moon shaped sweet pastry
D. temmer

Answer:","{
    ""A"": ""chocolate"",
    ""B"": ""galaktompoureko"",
    ""C"": ""half-moon shaped sweet pastry"",
    ""D"": ""temmer""
}","{
    ""A"": ""South_Korea"",
    ""B"": ""Greece"",
    ""C"": ""Azerbaijan"",
    ""D"": ""Ethiopia""
}",D,"{""answer_choice"": ""C""}",C
New-ha-09_911,New-ha-09,Ethiopia,"What cooking utensil is most commonly used in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. oil
B. oven
C. plate
D. wok

Answer:","{
    ""A"": ""oil"",
    ""B"": ""oven"",
    ""C"": ""plate"",
    ""D"": ""wok""
}","{
    ""A"": ""Northern_Nigeria"",
    ""B"": ""Ethiopia"",
    ""C"": ""Azerbaijan"",
    ""D"": ""China""
}",B,"{""answer_choice"":""A""}",A
Jod-ch-41_508,Jod-ch-41,Ethiopia,"What is the common leisure activity that females in their 20s in Ethiopia engage in? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. running
B. sewing
C. to the cafe
D. watching

Answer:","{
    ""A"": ""running"",
    ""B"": ""sewing"",
    ""C"": ""to the cafe"",
    ""D"": ""watching""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Assam"",
    ""C"": ""Indonesia"",
    ""D"": ""Northern_Nigeria""
}",A,"{""answer_choice"":""C""}",C
Jod-ch-41_554,Jod-ch-41,Ethiopia,"What is the common leisure activity that females in their 20s in Ethiopia engage in? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. dance
B. walk
C. watching
D. youtube

Answer:","{
    ""A"": ""dance"",
    ""B"": ""walk"",
    ""C"": ""watching"",
    ""D"": ""youtube""
}","{
    ""A"": ""Mexico"",
    ""B"": ""Ethiopia"",
    ""C"": ""Northern_Nigeria"",
    ""D"": ""South_Korea""
}",B,"{""answer_choice"": ""A""}",A
Ta-pe-10_149,Ta-pe-10,Ethiopia,"At what age do men usually get married in Ethiopia? (Provide Arabic numerals (e.g., 20) only.) Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. 24
B. 25
C. 30
D. 35

Answer:","{
    ""A"": ""24"",
    ""B"": ""25"",
    ""C"": ""30"",
    ""D"": ""35""
}","{
    ""A"": ""China"",
    ""B"": ""Azerbaijan"",
    ""C"": ""Assam"",
    ""D"": ""Ethiopia""
}",D,"{""answer_choice"":""C""}",C
Nu-in-40_3255,Nu-in-40,Ethiopia,"Which city is the main destination for job seekers in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. addis ababa
B. madrid
C. mexico city
D. seoul

Answer:","{
    ""A"": ""addis ababa"",
    ""B"": ""madrid"",
    ""C"": ""mexico city"",
    ""D"": ""seoul""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Spain"",
    ""C"": ""Mexico"",
    ""D"": ""South_Korea""
}",A,"{""answer_choice"":""A""}",A
Sa-en-16_2548,Sa-en-16,Ethiopia,"What is the most popular soccer team among the people from Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. america
B. giorgis sport club
C. persib
D. tottenham

Answer:","{
    ""A"": ""america"",
    ""B"": ""giorgis sport club"",
    ""C"": ""persib"",
    ""D"": ""tottenham""
}","{
    ""A"": ""Mexico"",
    ""B"": ""Ethiopia"",
    ""C"": ""West_Java"",
    ""D"": ""South_Korea""
}",B,"{""answer_choice"":""B""}",B
New-en-87_4876,New-en-87,Ethiopia,"What is the most famous historic landmark in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. gondar
B. maiden tower
C. rang ghar
D. white house

Answer:","{
    ""A"": ""gondar"",
    ""B"": ""maiden tower"",
    ""C"": ""rang ghar"",
    ""D"": ""white house""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Azerbaijan"",
    ""C"": ""Assam"",
    ""D"": ""US""
}",A,"{""answer_choice"": ""A""}",A
New-pe-16_801,New-pe-16,Ethiopia,"What is the most famous traditional sport in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. basque ball
B. egg fight
C. polo
D. wrestling

Answer:","{
    ""A"": ""basque ball"",
    ""B"": ""egg fight"",
    ""C"": ""polo"",
    ""D"": ""wrestling""
}","{
    ""A"": ""Spain"",
    ""B"": ""Assam"",
    ""C"": ""Iran"",
    ""D"": ""Ethiopia""
}",D,"{""answer_choice"": ""D""}",D
Jo-sp-19_2685,Jo-sp-19,Ethiopia,"What region in Ethiopia has been traditionally associated with agriculture? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. amhara
B. andalusia
C. crete
D. the south of the country

Answer:","{
    ""A"": ""amhara"",
    ""B"": ""andalusia"",
    ""C"": ""crete"",
    ""D"": ""the south of the country""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Spain"",
    ""C"": ""Greece"",
    ""D"": ""Mexico""
}",A,"{""answer_choice"": ""A""}",A
Na-ko-42_736,Na-ko-42,Ethiopia,"What type of food is commonly provided at funeral parlors in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. coffee
B. kebab
C. not-applicable
D. qolo

Answer:","{
    ""A"": ""coffee"",
    ""B"": ""kebab"",
    ""C"": ""not-applicable"",
    ""D"": ""qolo""
}","{
    ""A"": ""Mexico"",
    ""B"": ""Iran"",
    ""C"": ""Spain"",
    ""D"": ""Ethiopia""
}",D,"{""answer_choice"": ""A""}",A
New-pe-85_2534,New-pe-85,Ethiopia,"Where is the most popular tourist destination abroad for people from Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. china
B. dubai
C. mexico
D. switzerland

Answer:","{
    ""A"": ""china"",
    ""B"": ""dubai"",
    ""C"": ""mexico"",
    ""D"": ""switzerland""
}","{
    ""A"": ""North_Korea"",
    ""B"": ""Ethiopia"",
    ""C"": ""US"",
    ""D"": ""Assam""
}",B,"{""answer_choice"": ""B""}",B
New-en-87_4658,New-en-87,Ethiopia,"What is the most famous historic landmark in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. angel of independence
B. axum
C. gyeongbokgung palace
D. stonehenge

Answer:","{
    ""A"": ""angel of independence"",
    ""B"": ""axum"",
    ""C"": ""gyeongbokgung palace"",
    ""D"": ""stonehenge""
}","{
    ""A"": ""Mexico"",
    ""B"": ""Ethiopia"",
    ""C"": ""South_Korea"",
    ""D"": ""UK""
}",B,"{""answer_choice"": ""B""}",B
Na-ko-09_300,Na-ko-09,Ethiopia,"What side dish is the most commonly served on a dining table in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. fried tempeh
B. key wat
C. mirza ghasemi
D. salad

Answer:","{
    ""A"": ""fried tempeh"",
    ""B"": ""key wat"",
    ""C"": ""mirza ghasemi"",
    ""D"": ""salad""
}","{
    ""A"": ""Indonesia"",
    ""B"": ""Ethiopia"",
    ""C"": ""Iran"",
    ""D"": ""Algeria""
}",B,"{""answer_choice"":""B""}",B
New-ch-70_330,New-ch-70,Ethiopia,"What compulsory courses do university students have in common in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. english
B. general studies
C. ideology and politics
D. revolutionary history

Answer:","{
    ""A"": ""english"",
    ""B"": ""general studies"",
    ""C"": ""ideology and politics"",
    ""D"": ""revolutionary history""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Northern_Nigeria"",
    ""C"": ""China"",
    ""D"": ""North_Korea""
}",A,"{""answer_choice"": ""A""}",A
New-en-76_1390,New-en-76,Ethiopia,"Which airport in Ethiopia is the busiest during the holiday season? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. bole
B. denpasar
C. eleftherios venizelos
D. shanghai pudong

Answer:","{
    ""A"": ""bole"",
    ""B"": ""denpasar"",
    ""C"": ""eleftherios venizelos"",
    ""D"": ""shanghai pudong""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Indonesia"",
    ""C"": ""Greece"",
    ""D"": ""China""
}",A,"{""answer_choice"": ""A""}",A
New-ko-01_772,New-ko-01,Ethiopia,"What is the most popular children's animation that is commonly watched by kids in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. ethiopia children
B. peppa pig
C. pororo
D. upin ipin

Answer:","{
    ""A"": ""ethiopia children"",
    ""B"": ""peppa pig"",
    ""C"": ""pororo"",
    ""D"": ""upin ipin""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""UK"",
    ""C"": ""South_Korea"",
    ""D"": ""West_Java""
}",A,"{""answer_choice"": ""C""}",C
Th-en-19_2613,Th-en-19,Ethiopia,"What is a city or region in Ethiopia known for manufacturing industry? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. athens
B. combolcha
C. kano
D. kerawang

Answer:","{
    ""A"": ""athens"",
    ""B"": ""combolcha"",
    ""C"": ""kano"",
    ""D"": ""kerawang""
}","{
    ""A"": ""Greece"",
    ""B"": ""Ethiopia"",
    ""C"": ""Northern_Nigeria"",
    ""D"": ""Indonesia""
}",B,"{""answer_choice"": ""B""}",B
Nu-in-40_3202,Nu-in-40,Ethiopia,"Which city is the main destination for job seekers in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. addis ababa
B. bekasi
C. london
D. tehran

Answer:","{
    ""A"": ""addis ababa"",
    ""B"": ""bekasi"",
    ""C"": ""london"",
    ""D"": ""tehran""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""West_Java"",
    ""C"": ""UK"",
    ""D"": ""Iran""
}",A,"{""answer_choice"": ""A""}",A
New-in-34_2628,New-in-34,Ethiopia,"What region in Ethiopia is usually associated with oil? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. absheron
B. digboi
C. scotland
D. somali region

Answer:","{
    ""A"": ""absheron"",
    ""B"": ""digboi"",
    ""C"": ""scotland"",
    ""D"": ""somali region""
}","{
    ""A"": ""Azerbaijan"",
    ""B"": ""Assam"",
    ""C"": ""UK"",
    ""D"": ""Ethiopia""
}",D,"{""answer_choice"": ""D""}",D
New-gr-82_420,New-gr-82,Ethiopia,"What is the most popular music genre among the elderly population in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. classical
B. folk
C. memory
D. rebetika

Answer:","{
    ""A"": ""classical"",
    ""B"": ""folk"",
    ""C"": ""memory"",
    ""D"": ""rebetika""
}","{
    ""A"": ""UK"",
    ""B"": ""Assam"",
    ""C"": ""Ethiopia"",
    ""D"": ""Greece""
}",C,"{""answer_choice"": ""B""}",B
Sa-en-13_1348,Sa-en-13,Ethiopia,"What is the food that is most divisive (either love or hate) in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. bread
B. durian
C. marmite
D. mint chocolate

Answer:","{
    ""A"": ""bread"",
    ""B"": ""durian"",
    ""C"": ""marmite"",
    ""D"": ""mint chocolate""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""West_Java"",
    ""C"": ""UK"",
    ""D"": ""South_Korea""
}",A,"{""answer_choice"": ""B""}",B
Ta-pe-22_162,Ta-pe-22,Ethiopia,"Which daily exercise is popular among women in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. badminton
B. gymnastics
C. knitting
D. pilates

Answer:","{
    ""A"": ""badminton"",
    ""B"": ""gymnastics"",
    ""C"": ""knitting"",
    ""D"": ""pilates""
}","{
    ""A"": ""West_Java"",
    ""B"": ""Ethiopia"",
    ""C"": ""dummy"",
    ""D"": ""South_Korea""
}",B,"{""answer_choice"": ""D""}",D
New-gr-15_1761,New-gr-15,Ethiopia,"What is the most popular traditional dessert in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. baked custard
B. biscuit
C. chopped meat
D. faloodeh

Answer:","{
    ""A"": ""baked custard"",
    ""B"": ""biscuit"",
    ""C"": ""chopped meat"",
    ""D"": ""faloodeh""
}","{
    ""A"": ""Mexico"",
    ""B"": ""Northern_Nigeria"",
    ""C"": ""Ethiopia"",
    ""D"": ""Iran""
}",C,"{""answer_choice"":""A""}",A
Ta-pe-23_278,Ta-pe-23,Ethiopia,"Which daily exercise is popular among men in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. facebook
B. jogging
C. running
D. soccer

Answer:","{
    ""A"": ""facebook"",
    ""B"": ""jogging"",
    ""C"": ""running"",
    ""D"": ""soccer""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Assam"",
    ""C"": ""UK"",
    ""D"": ""Mexico""
}",A,"{""answer_choice"": ""D""}",D
New-pe-85_2429,New-pe-85,Ethiopia,"Where is the most popular tourist destination abroad for people from Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. dubai
B. japan
C. maldives
D. tunisia

Answer:","{
    ""A"": ""dubai"",
    ""B"": ""japan"",
    ""C"": ""maldives"",
    ""D"": ""tunisia""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""South_Korea"",
    ""C"": ""China"",
    ""D"": ""Algeria""
}",A,"{""answer_choice"": ""A""}",A
New-spme-04_1265,New-spme-04,Ethiopia,"Which agricultural product is exported most often in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. avocado
B. coffee
C. olive oil
D. tea leaf

Answer:","{
    ""A"": ""avocado"",
    ""B"": ""coffee"",
    ""C"": ""olive oil"",
    ""D"": ""tea leaf""
}","{
    ""A"": ""Mexico"",
    ""B"": ""Ethiopia"",
    ""C"": ""Greece"",
    ""D"": ""Assam""
}",B,"{""answer_choice"": ""B""}",B
Ta-pe-17_889,Ta-pe-17,Ethiopia,"In the Olympic Games, which sport is the most popular in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. badminton
B. gymnastics
C. running
D. volleyball

Answer:","{
    ""A"": ""badminton"",
    ""B"": ""gymnastics"",
    ""C"": ""running"",
    ""D"": ""volleyball""
}","{
    ""A"": ""Indonesia"",
    ""B"": ""US"",
    ""C"": ""Ethiopia"",
    ""D"": ""Iran""
}",C,"{""answer_choice"": ""C""}",C
Na-ko-37_992,Na-ko-37,Ethiopia,"What is the most popular domestic vacation spot for people from Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. baekdusan
B. cancun
C. jijel
D. quient place

Answer:","{
    ""A"": ""baekdusan"",
    ""B"": ""cancun"",
    ""C"": ""jijel"",
    ""D"": ""quient place""
}","{
    ""A"": ""North_Korea"",
    ""B"": ""Mexico"",
    ""C"": ""Algeria"",
    ""D"": ""Ethiopia""
}",D,"{""answer_choice"": ""B""}",B
An-ar-35_441,An-ar-35,Ethiopia,"Who is the most popular sport commentator in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. anil sharma
B. feker yilekal
C. george thanailakis
D. huang jianxiang

Answer:","{
    ""A"": ""anil sharma"",
    ""B"": ""feker yilekal"",
    ""C"": ""george thanailakis"",
    ""D"": ""huang jianxiang""
}","{
    ""A"": ""Assam"",
    ""B"": ""Ethiopia"",
    ""C"": ""Greece"",
    ""D"": ""China""
}",B,"{""answer_choice"": ""B""}",B
New-su-60_84,New-su-60,Ethiopia,"What do farmers in Ethiopia usually eat for lunch? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. injera
B. laban
C. noodles
D. sandwiches

Answer:","{
    ""A"": ""injera"",
    ""B"": ""laban"",
    ""C"": ""noodles"",
    ""D"": ""sandwiches""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Algeria"",
    ""C"": ""North_Korea"",
    ""D"": ""Spain""
}",A,"{""answer_choice"": ""A""}",A
Na-ko-37_1013,Na-ko-37,Ethiopia,"What is the most popular domestic vacation spot for people from Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. baekdusan
B. florida
C. jijel
D. quient place

Answer:","{
    ""A"": ""baekdusan"",
    ""B"": ""florida"",
    ""C"": ""jijel"",
    ""D"": ""quient place""
}","{
    ""A"": ""North_Korea"",
    ""B"": ""US"",
    ""C"": ""Algeria"",
    ""D"": ""Ethiopia""
}",D,"{""answer_choice"": ""B""}",B
Th-en-19_2508,Th-en-19,Ethiopia,"What is a city or region in Ethiopia known for manufacturing industry? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. combolcha
B. detroit
C. kerawang
D. sumgait

Answer:","{
    ""A"": ""combolcha"",
    ""B"": ""detroit"",
    ""C"": ""kerawang"",
    ""D"": ""sumgait""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""US"",
    ""C"": ""Indonesia"",
    ""D"": ""Azerbaijan""
}",A,"{""answer_choice"": ""A""}",A
Th-en-19_2842,Th-en-19,Ethiopia,"What is a city or region in Ethiopia known for manufacturing industry? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. kano
B. monterrey
C. oromia
D. sumgait

Answer:","{
    ""A"": ""kano"",
    ""B"": ""monterrey"",
    ""C"": ""oromia"",
    ""D"": ""sumgait""
}","{
    ""A"": ""Northern_Nigeria"",
    ""B"": ""Mexico"",
    ""C"": ""Ethiopia"",
    ""D"": ""Azerbaijan""
}",C,"{""answer_choice"": ""C""}",C
New-ko-01_761,New-ko-01,Ethiopia,"What is the most popular children's animation that is commonly watched by kids in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. bluey
B. boy general
C. ethiopia children
D. peppa pig

Answer:","{
    ""A"": ""bluey"",
    ""B"": ""boy general"",
    ""C"": ""ethiopia children"",
    ""D"": ""peppa pig""
}","{
    ""A"": ""Mexico"",
    ""B"": ""North_Korea"",
    ""C"": ""Ethiopia"",
    ""D"": ""UK""
}",C,"{""answer_choice"": ""D. peppa pig""}",D
New-ko-01_759,New-ko-01,Ethiopia,"What is the most popular children's animation that is commonly watched by kids in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. boy general
B. ethiopia children
C. peppa pig
D. spongebob

Answer:","{
    ""A"": ""boy general"",
    ""B"": ""ethiopia children"",
    ""C"": ""peppa pig"",
    ""D"": ""spongebob""
}","{
    ""A"": ""North_Korea"",
    ""B"": ""Ethiopia"",
    ""C"": ""UK"",
    ""D"": ""US""
}",B,"{""answer_choice"":""C. peppa pig""}",C
New-su-88_232,New-su-88,Ethiopia,"What is the most popular music genre among the younger population in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. ballad
B. bank
C. modern
D. reggaeton

Answer:","{
    ""A"": ""ballad"",
    ""B"": ""bank"",
    ""C"": ""modern"",
    ""D"": ""reggaeton""
}","{
    ""A"": ""South_Korea"",
    ""B"": ""Greece"",
    ""C"": ""Ethiopia"",
    ""D"": ""Mexico""
}",C,"{""answer_choice"":""C""}",C
New-pe-02_2124,New-pe-02,Ethiopia,"What is the most famous edible souvenir for tourists in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. chicken stew
B. couscous
C. fermented cassava
D. saffron

Answer:","{
    ""A"": ""chicken stew"",
    ""B"": ""couscous"",
    ""C"": ""fermented cassava"",
    ""D"": ""saffron""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Algeria"",
    ""C"": ""West_Java"",
    ""D"": ""Iran""
}",A,"{""answer_choice"": ""C""}",C
New-spme-65_549,New-spme-65,Ethiopia,"What is the most popular way to celebrate Independence Day in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. flag hoisting
B. national anthem performance
C. party and food
D. remembering the veterans

Answer:","{
    ""A"": ""flag hoisting"",
    ""B"": ""national anthem performance"",
    ""C"": ""party and food"",
    ""D"": ""remembering the veterans""
}","{
    ""A"": ""South_Korea"",
    ""B"": ""Assam"",
    ""C"": ""Mexico"",
    ""D"": ""Ethiopia""
}",D,"{""answer_choice"": ""C""}",C
